price buyer acres sqft condition covpkg age units salesdate region
1000000 AZ 2.632 54720 Good 0 6 66 1991 NWCities
688750 AZ 1.2 27351 Average 0 12 38 1996 NWCities
2911000 AZ 4.575 95200 Average 113 11 112 1996 NWCities
110000 AZ 0.377 4080 Average 0 21 10 1993 NWCities
2025000 AZ 7.392 127400 Average 200 17 200 1992 NWCities
180000 AZ 3.062 7699 Fair 0 50 13 1993 NWCities
180000 AZ 0.454 6048 Average 0 24 8 1996 NWCities
225000 AZ 1.608 12892 Average 38 29 26 1991 NWCities
170000 AZ 0.321 8892 Average 0 29 15 1994 NWCities
212000 AZ 0.933 8450 Fair 0 37 22 1995 NWCities
477000 AZ 1.631 12892 Fair 24 35 26 1997 NWCities
605000 AZ 1.412 37360 Average 10 30 50 1993 NWCities
2850000 AZ 5.724 94644 Good 135 6 135 1991 NWCities
1425000 AZ 5.19 91760 Good 58 21 116 1992 NWCities
1185000 AZ 5.194 91760 Average 58 23 116 1994 NWCities
798000 AZ 2.089 28392 Fair 28 13 28 1996 NWCities
1682500 AZ 6.083 99280 Good 0 9 152 1992 NWCities
3047500 AZ 5.223 116808 Good 157 6 156 1993 NWCities
2700000 AZ 4.465 94860 Good 108 9 102 1993 NWCities
1220000 AZ 10.472 70480 Good 80 10 72 1994 NWCities
1550000 AZ 2.913 58220 Average 86 10 86 1994 NWCities
3120000 AZ 4.421 153132 Average 156 20 159 1995 NWCities
8300000 AZ 13.926 347040 Average 364 6 464 1994 NWCities
6075000 AZ 10.118 165488 Average 140 12 276 1995 NWCities
1775000 AZ 4.233 95902 Average 0 16 138 1991 NWCities
1200000 AZ 5.09 69000 Average 0 20 100 1995 NWCities
6875000 AZ 7 174300 Average 0 17 260 1996 NWCities
6750000 AZ 9.235 158256 Average 230 11 234 1996 NWCities
325000 AZ 0.815 11556 Average 12 36 17 1996 NWCities
105000 AZ 0.161 3740 Average 0 36 5 1994 NWCities
700000 AZ 3.091 44400 Fair 48 31 48 1991 NWCities
250000 AZ 2.784 7066 Fair 0 28 7 1994 NWCities
305000 AZ 0.37 9000 Average 10 12 10 1997 NWCities
175000 AZ 0.922 4187 Fair 0 20 5 1991 NWCities
4930500 AZ 7.278 129661 Good 175 8 175 1993 NWCities
400000 AZ 1.0606 33120 Average 0 18 32 1998 NWCities
150000 AZ 0.579 9808 Poor 0 37 15 1996 NWCities
245000 AZ 0.502 7600 Good 0 7 8 1996 NWCities
234000 AZ 0.502 7200 Average 0 6 8 1994 NWCities
240000 AZ 0.502 7200 Average 0 8 8 1995 NWCities
9100000 AZ 21.039 186522 Average 162 9 162 1994 NWCities
350000 AZ 2.125 29940 Average 0 4 34 1991 NWCities
137900 AZ 0.321 3120 Excellent 0 59 5 1994 SWPhoenix
290000 AZ 0.3967 5568 Average 0 42 8 2000 Scottsdale
307000 AZ 0.3873 6180 Average 0 41 8 1999 Scottsdale
495000 AZ 0.4844 8556 Average 12 43 12 1999 Scottsdale
296000 AZ 0.3686 4800 Average 8 40 8 1999 Scottsdale
500000 AZ 0.551 9600 Average 0 40 12 1998 Scottsdale
648400 AZ 0.5 13150 Average 16 42 16 2000 Scottsdale
430000 AZ 0.7405 9344 Average 0 39 16 1998 Scottsdale
320000 AZ 0.2335 6756 Average 2 31 8 2000 Scottsdale
6000000 AZ 5.932 98904 Average 96 15 96 1999 Scottsdale
410000 AZ 0.4683 8576 Fair 12 40 12 1998 Scottsdale
595000 AZ 0.728 11000 Average 16 38 17 2000 Scottsdale
1362500 AZ 0.9412 20716 Average 26 40 26 1999 Scottsdale
298000 AZ 0.3683 5100 Fair 0 40 8 1999 Scottsdale
339000 AZ 0.3685 5100 Fair 0 41 8 2000 Scottsdale
600000 AZ 0.5748 10240 Average 0 41 12 1998 Scottsdale
4885000 AZ 3.6 78906 Average . 31 95 2001 Scottsdale
297000 AZ 0.3683 6130 Fair 10 41 9 1999 Scottsdale
3215000 AZ 2.8072 55080 Average 70 11 69 1998 Scottsdale
950000 AZ 0.5325 14825 Average 14 37 14 2000 Scottsdale
9300000 AZ 9.9163 158826 Good . 22 158 2001 Scottsdale
11700000 AZ 13.705 166294 Good 150 7 154 1998 Scottsdale
175000 AZ 0.37 5880 Average 8 19 8 1990 Scottsdale
185000 AZ 0.3 5950 Average 0 32 8 1990 Scottsdale
975000 AZ 2.473 31000 Average 34 35 36 1997 Scottsdale
1500000 AZ 1.061 29096 Average 27 37 32 1997 Scottsdale
950000 AZ 1.53 24640 Average 60 28 48 1990 Scottsdale
270000 AZ 0.42 7200 Average 0 27 9 1990 Scottsdale
410000 AZ 0.4683 8576 Fair 0 39 12 1997 Scottsdale
246310 AZ 1.002 10222 Fair 0 31 15 1991 Scottsdale
5125000 AZ 5.026 76179 Good 84 9 84 1997 Scottsdale
9230000 AZ 7.348 134530 Good 130 11 130 1997 Scottsdale
188942 AZ 0.344 5668 Average 0 36 8 1994 Scottsdale
220000 AZ 0.369 4800 Average 0 36 8 1995 Scottsdale
155000 AZ 0.369 6130 Fair 4 33 9 1991 Scottsdale
462500 AZ 0.553 8904 Average 0 36 16 1996 Scottsdale
234000 AZ 0.369 4800 Average 8 36 6 1995 Scottsdale
208000 AZ 0.392 6240 Average 0 38 8 1996 Scottsdale
175000 AZ 0.403 6300 Average 8 20 7 1991 Scottsdale
460000 AZ 0.551 9000 Average 12 39 12 1997 Scottsdale
680000 AZ 1.085 15009 Average 16 35 21 1993 Scottsdale
288000 AZ 0.551 9600 Average 0 35 12 1993 Scottsdale
500000 AZ 1.4 14760 Average 0 45 24 1993 Scottsdale
154000 AZ 0.414 5782 Average 0 33 8 1992 Scottsdale
185000 AZ 0.298 5336 Average 0 34 8 1996 Scottsdale
3350000 AZ 4.023 85693 Good 112 3 110 1990 Scottsdale
148798 AZ 0.298 5336 Fair 0 29 8 1991 Scottsdale
253000 AZ 0.347 5350 Good 8 36 8 1994 Scottsdale
690000 AZ 0.621 16594 Good 0 36 18 1994 Scottsdale
1130000 AZ 2.754 36000 Good 36 33 40 1995 Scottsdale
240000 AZ 0.298 6584 Good 8 30 9 1994 Scottsdale
493000 AZ 0.583 13906 Good 15 32 13 1995 Scottsdale
130000 AZ 0.321 3379 Average 5 32 5 1994 Scottsdale
175000 AZ 0.386 5568 Average 12 33 8 1991 Scottsdale
201000 AZ 0.397 5568 Average 0 37 8 1995 Scottsdale
178500 AZ 0.415 6756 Average 8 22 8 1991 Scottsdale
680000 AZ 1.085 15009 Average 22 35 21 1991 Scottsdale
177167 AZ 0.397 5200 Average 0 36 8 1994 Scottsdale
275000 AZ 0.75 11654 Average 0 36 16 1994 Scottsdale
210000 AZ 0.404 6080 Average 8 36 8 1994 Scottsdale
250000 AZ 1.063 9600 Average 14 46 15 1994 Scottsdale
1755000 AZ 1.28 39766 Good 60 11 46 1992 Scottsdale
250000 AZ 0.404 7200 Average 0 39 8 1997 Scottsdale
610000 AZ 0.75 20700 Average 21 36 21 1996 Scottsdale
643678 AZ 0.75 20800 Average 22 30 21 1991 Scottsdale
365000 AZ 1 10450 Average 0 37 15 1995 Scottsdale
177000 AZ 0.319 4946 Average 10 37 8 1993 Scottsdale
167000 AZ 0.315 4933 Average 0 23 7 1993 Scottsdale
290000 AZ 0.585 8000 Average 8 8 8 1993 Scottsdale
250000 AZ 0.315 4933 Average 0 27 7 1997 Scottsdale
727500 AZ 0.778 19200 Average 36 36 35 1996 Scottsdale
179000 AZ 0.369 4824 Average 0 33 8 1992 Scottsdale
167500 AZ 0.354 5336 Average 0 33 8 1995 Scottsdale
480000 AZ 0.524 14244 Average 12 23 12 1993 Scottsdale
210000 AZ 0.412 7080 Average 9 33 8 1996 Scottsdale
30501000 AZ 14.371 463874 Good 508 7 508 1995 Scottsdale
23500000 AZ 36.444 417843 Good 350 10 350 1995 Scottsdale
115000 AZ 0.34 5508 Average 10 17 5 1990 Scottsdale
425000 AZ 0.6612 6952 Average 0 17 8 1999 Scottsdale
240900 AZ 0.418 5270 Average 0 15 8 1996 Scottsdale
388000 AZ 0.375 7200 Average 10 11 10 1997 Scottsdale
280000 AZ 0.4649 7500 Fair 0 40 10 2000 SWPhoenix
7350000 AZ 10.5626 150456 Average 103 15 196 2000 SWPhoenix
239909 AZ 1.052 11088 Average 16 33 16 1996 SWPhoenix
116549 AZ 0.31 5740 Fair 0 22 12 1991 SWPhoenix
1225000 AZ 4.674 56250 Average 0 30 69 1994 SWPhoenix
925000 AZ 0.737 14280 Average 27 23 24 2001 CentPhoenix
500000 AZ 0.31 7520 Average . 38 22 2001 CentPhoenix
1503000 AZ 0.985 22200 Average 0 28 30 2001 Mesa
5600000 AZ 4.408 94936 Good 136 21 136 2001 NPhoenix
490000 AZ 0.915 11388 Average 0 35 20 2002 CentPhoenix
850000 AZ 1.0817 17600 Average 24 16 22 2002 CentPhoenix
4950000 AZ 4.5875 97740 Average 174 16 126 2001 Mesa
1100000 AZ 0.94 25500 Average 0 18 34 2001 NPhoenix
532883 AZ 0.916 22732 Average 0 34 43 2001 CentPhoenix
2225000 AZ 3.1 73920 Average 0 17 112 2001 CentPhoenix
365000 AZ 0.397 5400 Fair 0 44 8 2002 Scottsdale
1235000 AZ 1.049 26064 Average . 38 61 2001 CentPhoenix
295000 AZ 0.277 3795 Average 0 55 11 2001 CentPhoenix
437000 AZ 0.4098 9400 Average 12 43 12 2001 CentPhoenix
2450000 AZ 1.738 46860 Average 54 38 44 2001 Tempe
335000 AZ 0.929 7781 Fair 0 38 12 2001 CentPhoenix
330000 AZ 0.66 8880 Average 0 29 10 2001 NWCities
305550 AZ 0.673 8042 Average . 35 9 2001 CentPhoenix
1542500 AZ 1.1 27914 Average 34 16 34 2001 CentPhoenix
275000 AZ 0.9125 3360 Poor 0 61 5 2001 CentPhoenix
9575000 AZ 7.885 176682 Average 280 20 270 2001 CentPhoenix
1250000 AZ 3 33187 Average 0 39 44 2002 NWCities
765000 AZ 1.101 17394 Average 0 14 18 2001 NWCities
1600000 AZ 2.5734 38565 Fair . 27 48 2001 Mesa
280000 AZ 0.356 4000 Average 0 19 8 2001 NPhoenix
305000 AZ 0.5268 5876 Fair 0 16 8 2002 CentPhoenix
1040000 AZ 1.03 20474 Fair 0 43 28 2001 CentPhoenix
868000 AZ 0.6605 16500 Average 33 46 33 2002 CentPhoenix
8000000 AZ 9.214 119154 Average 206 23 206 2002 NPhoenix
1215000 AZ 1.0881 24500 Average 30 44 28 2002 Scottsdale
5625000 AZ 3.19 107122 Good 123 22 123 2002 CentPhoenix
2850000 AZ 2.03 53980 Average 80 17 80 2002 NPhoenix
300000 AZ 0.196 6000 Average 0 30 6 2001 NWCities
360000 AZ 0.53 6171 Average 8 40 8 2002 CentPhoenix
3122500 AZ 2.99 86095 Average 0 27 122 2001 NWCities
250000 AZ 0.912 7797 Fair 0 55 7 2001 SWPhoenix
1000000 AZ 0.867 13525 Average 20 44 20 2001 CentPhoenix
9300000 AZ 9.9163 158826 Good 158 22 158 2001 Scottsdale
17750000 AZ 11.961 212964 Average 214 7 214 2002 Tempe
1540000 AZ 1.252 30758 Fair 0 43 36 2002 CentPhoenix
580000 AZ 0.604 8600 Average 18 44 12 2001 CentPhoenix
554000 AZ 0.558 8000 Average 8 37 8 2002 CentPhoenix
290000 AZ 0.6361 4896 Fair 8 31 8 2001 NPhoenix
365000 AZ 0.763 5925 Average 0 31 12 2001 CentPhoenix
250000 AZ 0.273 3500 Fair 4 28 7 2001 Mesa
330000 AZ 0.44 6624 Average 0 16 8 2002 SWPhoenix
345000 AZ 0.379 4080 Average 0 23 6 2002 Tempe
1080000 AZ 0.9541 19300 Average 30 32 30 2002 CentPhoenix
315000 AZ 0.8724 7200 Average 24 41 12 2001 NPhoenix
2950000 AZ 1.46 47297 Average 0 32 92 2002 Mesa
5500000 AZ 3.9933 69592 Average 88 14 88 2001 Tempe
372000 AZ 0.8298 8400 Fair 12 41 12 2002 CentPhoenix
420000 AZ 0.687 8936 Average 0 30 12 2002 NWCities
975000 AZ 1.052 26670 Average 30 38 34 2001 CentPhoenix
1390000 AZ 0.923 31200 Average 36 37 40 2001 Tempe
1550000 AZ 1.172 29521 Average 45 26 45 2002 CentPhoenix
1250000 AZ 1.041 36036 Average 0 39 33 2002 Tempe
1675000 AZ 0.906 31132 Average 0 34 61 2002 CentPhoenix
262000 AZ 0.7989 5747 Fair 0 20 11 2001 CentPhoenix
1250000 AZ 2.608 38000 Average 0 34 56 2001 CentPhoenix
420000 AZ 0.403 5340 Average 8 30 7 2001 Scottsdale
2100000 AZ 1.609 42574 Average 50 37 50 2001 NPhoenix
295000 AZ 0.311 5000 Average 0 43 8 2002 Scottsdale
986000 AZ 0.458 22200 Average 30 17 29 2001 NPhoenix
525000 AZ 0.4012 9858 Fair 0 15 12 2001 CentPhoenix
4885000 AZ 3.6 78906 Average 0 31 95 2001 Scottsdale
840000 AZ 2.2507 16458 Average 0 42 27 2002 CentPhoenix
1150000 AZ 1.157 29988 Average 30 39 26 2001 CentPhoenix
5850000 AZ 7.136 150440 Average 0 29 175 2001 NPhoenix
652000 AZ 0.618 10672 Average 0 39 16 2001 Scottsdale
280000 AZ 0.6107 6870 Fair . 54 8 2001 CentPhoenix
988000 AZ 1.491 19725 Average 30 21 29 2002 CentPhoenix
1502500 AZ 1.66 44692 Average 28 37 52 2001 CentPhoenix
450000 AZ 0.916 11954 Fair 0 40 18 2001 CentPhoenix
265000 AZ 1.1233 6468 Fair 0 44 9 2001 CentPhoenix
26500000 AZ 15.42 286244 Average 281 9 274 2002 Scottsdale
800000 AZ 0.931 18975 Average 23 21 24 2001 CentPhoenix
375000 AZ 0.6388 5925 Average 0 48 10 2002 CentPhoenix
570000 AZ 0.6412 8888 Fair 0 44 19 2001 Tempe
3200000 AZ 1.9406 55200 Average 82 28 92 2001 CentPhoenix
340000 AZ 1.0709 4659 Fair 0 71 10 2001 CentPhoenix
1215000 AZ 1.94 23030 Average 35 15 32 2001 Mesa
750000 AZ 1.0257 11164 Average 16 17 16 2001 Mesa
800000 AZ 0.9357 11866 Average 17 17 16 2001 Mesa
1510000 AZ 1.2 29340 Average 0 20 40 2002 CentPhoenix
385000 AZ 0.5372 9704 Average 0 41 12 2002 CentPhoenix
450000 AZ 0.9283 10620 Average 0 38 13 2001 CentPhoenix
320000 AZ 0.3076 4840 Fair 0 41 8 2001 Tempe
300000 AZ 0.4235 6656 Average 0 14 8 2001 Mesa
500000 AZ 0.31 8255 Average 0 72 12 2002 CentPhoenix
542400 AZ 1.271 13152 Fair 30 39 16 2002 Mesa
1300000 AZ 0.869 25200 Average 50 21 28 2002 Mesa
291300 AZ 0.389 6552 Fair 4 44 8 2002 Scottsdale
360000 AZ 0.344 7634 Fair 0 54 13 2002 Chandler
1645000 AZ 2.69 40368 Average 96 27 48 2001 SWPhoenix
375000 AZ 0.4795 8880 Average 0 41 12 2002 SWPhoenix
520000 AZ 1.1394 10940 Average 17 38 16 2002 CentPhoenix
430000 AZ 0.73 8331 Average 16 39 12 2002 SWPhoenix
725000 AZ 0.934 15064 Average 0 17 21 2002 Mesa
1460000 AZ 0.632 27200 Average 0 20 40 2002 CentPhoenix
350000 AZ 0.913 8606 Average 0 43 14 2001 CentPhoenix
1028000 AZ 0.6826 24018 Average 0 48 26 2002 CentPhoenix
1350000 AZ 1.75 22912 Average 0 39 32 2002 CentPhoenix
1260000 AZ 1.2658 26900 Average . 19 40 2001 CentPhoenix
350000 AZ 0.5187 8271 Average 0 46 14 2001 CentPhoenix
1230000 AZ 1.2265 25314 Average 0 21 52 2001 SWPhoenix
579000 AZ 0.599 10163 Average 10 43 14 2001 Scottsdale
4375000 AZ 4.9918 95140 Average 142 16 142 2001 NWCities
1600000 AZ 1.2274 25325 Average 0 22 52 2002 SWPhoenix
574000 AZ 0.551 15674 Average 0 38 14 2002 CentPhoenix
693000 AZ 1.5762 15834 Fair 0 43 21 2002 Mesa
384000 AZ 0.4181 6300 Average 0 50 8 2002 Mesa
425000 AZ 0.438 6098 Fair 9 43 8 2002 Scottsdale
500000 AZ 0.7258 11340 Average 0 35 14 2002 CentPhoenix
325000 AZ 0.5383 4655 Excellent 0 42 7 2002 CentPhoenix
260000 AZ 0.4741 4760 Average 0 47 8 2002 SWPhoenix
905000 AZ 1.032 18139 Average 0 36 24 2001 Scottsdale
2000000 AZ 2.0008 41720 Average 60 17 60 2001 CentPhoenix
750000 AZ 1.2066 12846 Average 0 38 22 2001 NWCities
685000 AZ 1.4273 10256 Average 19 44 19 2001 CentPhoenix
1675000 AZ 2.22 28940 Average 0 28 42 2001 Chandler
278000 AZ 0.5254 6496 Average 0 37 8 2001 NPhoenix
406950 AZ 0.729 8640 Average 0 20 10 2001 NPhoenix
1315000 AZ 1.172 29840 Average 45 25 45 2001 CentPhoenix
4700000 AZ 5.362 82420 Average 160 16 156 2001 SWPhoenix
1350000 AZ 2.037 27800 Average 58 37 58 2001 CentPhoenix
925000 AZ 0.928 21920 Average 0 18 29 2001 NPhoenix
285000 AZ 0.287 3088 Average 8 37 8 2001 CentPhoenix
260000 AZ 0.4235 4408 Average 0 20 11 2001 NPhoenix
300000 AZ 0.3857 5171 Fair 0 70 10 2001 CentPhoenix
400000 AZ 0.893 7143 Average 8 43 8 2001 NPhoenix
1185000 AZ 2.4576 25900 Fair . 41 40 2001 CentPhoenix
650000 AZ 0.8747 15504 Average 28 21 28 2001 CentPhoenix
785000 AZ 0.621 14820 Fair 24 16 26 2001 NPhoenix
1280000 AZ 2.3302 28180 Average 0 37 40 2001 NWCities
460000 AZ 0.321 8128 Fair 10 29 10 2001 Mesa
840000 AZ 1.1584 12950 Fair . 41 20 2001 CentPhoenix
840000 AZ 1.2992 12950 Fair . 41 20 2001 CentPhoenix
2360000 AZ 2.23 45900 Average 0 15 60 2001 NPhoenix
445000 AZ 0.992 10976 Average 0 41 15 2001 NWCities
360000 AZ 0.933 8268 Fair 0 48 15 2001 NWCities
260000 AZ 0.576 6864 Fair . 49 10 2001 CentPhoenix
340000 AZ 0.4017 5640 Fair 8 37 8 2001 CentPhoenix
735000 AZ 0.691 15328 Average 24 41 22 2001 NPhoenix
520000 AZ 0.633 10096 Average 25 42 15 2001 CentPhoenix
435000 AZ 0.2984 9408 Average 0 37 18 2001 CentPhoenix
399900 AZ 0.5631 5590 Average 7 40 7 2001 NPhoenix
1570000 AZ 1.01 35936 Average 42 17 42 2001 Mesa
250000 AZ 0.2462 7560 Fair 0 23 12 2001 CentPhoenix
420000 AZ 1.702 13218 Average . 66 17 2001 CentPhoenix
17810000 AZ 12.95 234558 Good 316 5 264 2001 SWPhoenix
525000 AZ 0.9091 8202 Average 0 40 11 2001 Scottsdale
14185000 AZ 10.139 167336 Good 175 2 168 2001 Scottsdale
1535000 AZ 1.879 29424 Average 0 17 38 2001 Tempe
3100000 AZ 2.801 72000 Average 72 29 80 2001 Mesa
310000 AZ 1.34 8080 Average 0 56 13 2001 CentPhoenix
400000 AZ 0.7 6159 Average 0 41 11 2001 CentPhoenix
4100000 AZ 7.394 81384 Good 104 16 100 2001 NWCities
382000 AZ 0.2314 6518 Average 0 28 8 2001 CentPhoenix
575000 AZ 0.7934 10904 Average 8 43 17 2001 Scottsdale
2175000 AZ 3.357 47500 Average 0 31 50 2001 NPhoenix
470000 AZ 0.748 10506 Fair 12 32 12 2001 CentPhoenix
500000 AZ 0.5905 11386 Average 12 38 9 2001 CentPhoenix
252200 AZ 0.3436 7634 Fair 0 53 13 2001 Chandler
709000 AZ 0.4339 14358 Average 0 16 24 2001 NPhoenix
347700 AZ 0.6405 6768 Average . 40 10 2001 NPhoenix
1507000 AZ 0.992 23728 Average 30 41 30 2001 Tempe
450000 AZ 1.42 35814 Average 40 29 41 2001 Mesa
342000 AZ 0.401 4718 Fair 0 38 6 2001 NPhoenix
285000 AZ 0.457 5928 Average 8 42 8 2001 CentPhoenix
980000 AZ 0.7289 18710 Average 20 20 28 2001 NPhoenix
735000 AZ 0.551 17624 Average 16 38 16 2001 CentPhoenix
2544000 AZ 2.167 34755 Average 64 33 63 2001 CentPhoenix
374000 AZ 0.647 4330 Fair 0 28 8 2001 CentPhoenix
300000 AZ 0.404 4500 Average 0 23 6 2001 Chandler
412500 AZ 0.634 8883 Average 6 29 9 2001 Chandler
849915 AZ 1.146 18200 Fair . 39 16 2001 Mesa
450000 AZ 1 12839 Average 0 33 16 2001 CentPhoenix
1825000 AZ 3.24 33840 Average 0 38 36 2001 SWPhoenix
330000 AZ 0.429 7060 Fair 0 51 11 2001 CentPhoenix
1425000 AZ 0.941 20716 Average 26 42 26 2001 Scottsdale
2850000 AZ 5.03 61248 Average 90 26 87 2001 NWCities
765000 AZ 0.602 13125 Fair 18 41 17 2001 CentPhoenix
1480000 AZ 0.947 27400 Average 45 21 40 2002 NPhoenix
1390000 AZ 1.19 27200 Average 36 16 36 2001 CentPhoenix
275000 AZ 0.3043 5542 Average 0 41 8 2001 CentPhoenix
519000 AZ 0.5444 9216 Average 12 40 12 2001 CentPhoenix
600000 AZ 0.499 9788 Average 12 42 12 2001 Scottsdale
360000 AZ 0.2435 5250 Average 0 16 5 2001 CentPhoenix
810000 AZ 1.9884 19956 Fair 0 38 32 2001 CentPhoenix
1250000 AZ 1.88 26240 Average 32 17 32 2001 NPhoenix
490000 AZ 0.9366 10163 Average 18 45 18 2002 CentPhoenix
2700000 AZ 3.7487 69888 Average 100 30 88 2002 NWCities
342800 AZ 0.3085 4522 Average 0 47 8 2002 CentPhoenix
382000 AZ 0.501 6528 Average 0 18 8 2002 Tempe
17800000 AZ 12.795 213408 Good 264 1 208 2001 Mesa
830000 AZ 1.67 14783 Average 15 40 15 2002 CentPhoenix
840000 AZ 1.1364 15240 Average 0 34 22 2002 Scottsdale
1300000 AZ 0.777 17760 Average 36 41 35 2001 Scottsdale
775000 AZ 1.012 16800 Fair 0 16 30 2001 CentPhoenix
450000 AZ 0.4591 9792 Fair 0 17 18 2001 CentPhoenix
595000 AZ 0.5915 13428 Fair 0 16 20 2001 CentPhoenix
1018000 AZ 0.7002 15430 Average 0 16 22 2002 CentPhoenix
620000 AZ 0.6198 16800 Average 16 39 16 2002 CentPhoenix
575000 AZ 0.633 9625 Average 12 43 15 2002 CentPhoenix
535000 AZ 0.2583 10320 Average 14 19 16 2002 NPhoenix
2400000 AZ 1.527 40923 Average 20 17 59 2001 Mesa
18505000 AZ 19.676 376408 Average 460 21 460 2001 Mesa
451124 AZ 0.6171 9225 Average 0 49 15 2002 CentPhoenix
2011400 AZ 2.524 43055 Average 32 30 44 2002 NPhoenix
1065000 AZ 2.2477 25500 Average 0 22 34 2001 CentPhoenix
446000 AZ 0.674 8820 Average 0 22 14 2002 NPhoenix
625000 AZ 1.012 12000 Average 20 30 15 2001 Mesa
339600 AZ 0.609 5600 Fair 0 42 8 2001 CentPhoenix
2075000 AZ 1.4665 41325 Average 62 18 62 2001 NPhoenix
460000 AZ 0.662 10560 Average 0 18 12 2001 NPhoenix
3900000 AZ 3.48 96500 Average 117 28 117 2001 CentPhoenix
10300000 Out 4.16 126798 Good 135 10 135 1998 Scottsdale
264000 Out 0.5452 5205 Average 8 38 8 1998 Mesa
300000 Out 0.5455 5880 Average 12 27 9 2000 CentPhoenix
315000 Out 0.4546 6880 Average 7 37 7 1998 CentPhoenix
444000 Out 0.549 9216 Average 12 38 12 1999 CentPhoenix
505000 Out 1.007 12375 Average 16 37 15 1999 CentPhoenix
540000 Out 0.551 13120 Average 20 36 16 2000 CentPhoenix
950000 Out 2.18 18728 Average 0 44 32 2000 CentPhoenix
810000 Out 0.9541 22174 Average 30 28 30 1998 CentPhoenix
975000 Out 2.2273 29500 Average 40 43 35 2000 CentPhoenix
799000 Out 1.0731 14525 Average 14 39 23 2000 CentPhoenix
1350000 Out 2.1512 25200 Average 0 39 32 2000 CentPhoenix
1300000 Out 2.2661 30300 Average 0 32 34 2000 CentPhoenix
990000 Out 2.29 20104 Average 30 35 28 1999 CentPhoenix
910000 Out 2.6062 24715 Average 0 47 40 1999 CentPhoenix
4230000 Out 6.988 149150 Fair 222 49 222 1998 CentPhoenix
620000 Out 0.8264 17594 Average 14 38 21 1998 CentPhoenix
925000 Out 0.9412 25460 Average 30 29 29 2000 CentPhoenix
680000 Out 0.9256 16079 Average 20 29 14 1998 CentPhoenix
830000 Out 1.371 18700 Average 18 18 22 1999 CentPhoenix
517500 Out 0.4388 14208 Average 0 25 16 1998 CentPhoenix
475000 Out 0.5404 12323 Fair 12 38 22 1998 CentPhoenix
420000 Out 1.0113 12096 Fair 0 20 14 1998 CentPhoenix
250000 Out 0.293 6600 Average . 20 10 2001 CentPhoenix
925000 Out 0.788 23606 Average 18 42 22 2000 CentPhoenix
4050000 Out 3.2832 85090 Average 412 26 140 1999 CentPhoenix
1700000 Out 1.021 23907 Average 60 32 61 2000 CentPhoenix
705000 Out 1.1478 16982 Average 0 21 18 2000 CentPhoenix
653000 Out 0.9265 23060 Excellent 26 34 14 1998 CentPhoenix
430000 Out 0.9711 10345 Average 2 25 14 1998 CentPhoenix
436500 Out 0.5883 9329 Average 0 32 13 2000 CentPhoenix
602500 Out 1.0994 11700 Average 0 33 15 2000 CentPhoenix
480000 Out 0.9198 12765 Average 0 36 13 1998 CentPhoenix
1375000 Out 0.9299 26800 Average 16 41 36 1999 CentPhoenix
980000 Out 1.8881 22386 Average 24 35 27 1998 CentPhoenix
365000 Out 0.9273 10704 Good 14 41 14 1998 CentPhoenix
1055000 Out 0.9091 21612 Average 18 34 18 1998 CentPhoenix
468125 Out 0.9211 10704 Average 14 43 14 2000 CentPhoenix
2150000 Out 1.9628 56600 Average 0 28 67 1998 CentPhoenix
467500 Out 1.37 18700 Average 18 17 22 1998 CentPhoenix
1600000 Out 2.3204 31500 Average 40 20 35 1998 CentPhoenix
1500000 Out 3.7506 46900 Average 0 12 62 1998 CentPhoenix
2300000 Out 5.43 104200 Fair 0 26 122 1998 CentPhoenix
2325000 Out 2.2417 62400 Average 0 15 96 2000 CentPhoenix
385000 Out 0.4461 9540 Average 8 39 11 1998 CentPhoenix
650000 Out 2.002 22400 Average . 48 32 1998 CentPhoenix
831000 Out 1.1501 16493 Average 20 24 19 1999 CentPhoenix
1025000 Out 1.971 27800 Average . 34 58 1998 CentPhoenix
1500000 Out 1.55 26750 Fair 0 36 58 2000 CentPhoenix
267500 Out 0.89 6950 Fair 12 41 11 2000 CentPhoenix
5100000 Out 5.047 124899 Average 0 17 186 1999 CentPhoenix
11350000 Out 9.661 213994 Good 260 29 260 1999 CentPhoenix
1700000 Out 1.3 29540 Good 50 12 48 1999 CentPhoenix
2036575 Out 1.5667 48450 Average 51 13 51 1999 CentPhoenix
3250000 Out 2.38 74320 Average 126 16 126 1999 CentPhoenix
5100000 Out 4.5547 114420 Average 132 14 132 1998 CentPhoenix
3644000 Out 6.59 123610 Average 136 26 136 1999 CentPhoenix
4450000 Out 4.491 73800 Average 105 17 108 1999 CentPhoenix
808000 Out 1.0825 20953 Average 20 13 41 1998 CentPhoenix
3000000 Out 1.8258 49120 Average 60 26 60 1999 CentPhoenix
2650000 Out 3.1439 64352 Average 82 24 80 1998 CentPhoenix
2650000 Out 2.241 46904 Fair 5 18 88 2000 CentPhoenix
1000000 Out 1.3788 10356 Average 15 50 18 1998 CentPhoenix
9350000 Out 5.523 171350 Average 181 21 181 2000 CentPhoenix
240000 Out 0.78 9750 Average 14 34 15 1990 CentPhoenix
200000 Out 0.93 10379 Average 9 35 15 1990 CentPhoenix
430000 Out 0.913 26546 Average 0 24 42 1993 CentPhoenix
1084064 Out 3.576 48678 Average 52 31 56 1993 CentPhoenix
750000 Out 1.443 24380 Average 23 31 21 1994 CentPhoenix
575000 Out 0.92 19058 Average 0 24 30 1994 CentPhoenix
