"Fatal","Year","DOW","Hour","Mod_year","Height","Weight","DWI","Age","Car.Type","Day","Drugs","Drink","Light","Month","Belt","Route","Sex","Speed.Related","Speed.Limit","Road.Conditions","Road.Type","Distracted"
0,2012,4,15,2007,71,200,0,71,"Station Wagon",14,"Unknown","No","Daylight","November","Shoulder and Lap Belt Used","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Distracted"
0,2012,4,23,1999,64,100,0,22,"Jeep",14,"No (drugs not involved)","Yes","Dark - Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,6,6,1999,65,115,0,22,"4-Door Sedan",26,"No (drugs not involved)","No","Dark - Not Lighted","October","Shoulder and Lap Belt Used","County Road","Female","Yes",35,"Dry","Two-Way, Not Divided","Distracted"
1,2012,5,6,1993,72,220,0,34,"4-Door Sedan",22,"No (drugs not involved)","No","Dark - Lighted","November","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",35,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,1,1990,71,175,0,18,"Jeep",26,"No (drugs not involved)","Yes","Dark - Not Lighted","October","None Used-Motor Vehicle Occupant","County Road","Male","Unknown",25,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,1,1992,69,280,0,32,"2-Door Sedan",27,"Unknown","No","Dark - Not Lighted","October","None Used-Motor Vehicle Occupant","County Road","Male","Yes",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,7,16,1998,71,300,0,51,"Motorcycle",27,"Yes (drugs involved)","Yes","Daylight","October","Other Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,17,2007,70,200,0,71,"Standard Truck",12,"Unknown","Yes","Dark - Not Lighted","November","Shoulder and Lap Belt Used","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,11,1998,67,175,0,62,"Jeep",12,"No (drugs not involved)","No","Daylight","November","Shoulder and Lap Belt Used","Interstate","Female","Unknown",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,5,13,2003,70,160,0,61,"Motorcycle",22,"Unknown","No","Daylight","November","Other Helmet","State Highway","Male","Unknown",65,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,19,2002,65,155,0,21,"Standard Truck",17,"No (drugs not involved)","No","Dark - Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Wet","Two-Way, Not Divided","Unknown"
0,2012,6,22,2004,72,240,0,56,"Minivan",23,"No (drugs not involved)","Yes","Dark - Not Lighted","November","Shoulder and Lap Belt Used","State Highway","Male","No",45,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,2,16,1999,64,185,0,59,"Jeep",4,"Unknown","No","Daylight","June","None Used-Motor Vehicle Occupant","County Road","Male","Yes",55,"Wet","Two-Way, Not Divided","Not Distracted"
1,2012,6,20,1989,65,159,0,24,"Small Truck",22,"Yes (drugs involved)","No","Dark - Not Lighted","June","Unknown","Interstate","Male","Unknown",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,1,2,2007,71,165,0,38,"Standard Truck",21,"Yes (drugs involved)","Yes","Dark - Not Lighted","October","None Used-Motor Vehicle Occupant","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,1,19,2004,69,165,0,53,"Standard Truck",23,"No (drugs not involved)","Yes","Dark - Not Lighted","September","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,13,2006,71,190,0,37,"Motorcycle",3,"No (drugs not involved)","No","Daylight","June","Other Helmet","County Road","Male","Yes",50,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,22,2009,77,240,0,24,"4-Door Sedan",19,"No (drugs not involved)","No","Dark - Not Lighted","May","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,6,9,2001,69,130,0,20,"Standard Truck",25,"No (drugs not involved)","No","Daylight","May","Shoulder and Lap Belt Used","State Highway","Male","Yes",55,"Wet","Two-Way, Not Divided","Not Distracted"
0,2012,2,13,2002,65,113,0,24,"Small Truck",30,"No (drugs not involved)","No","Daylight","April","Shoulder and Lap Belt Used","Local Street - Municipality","Female","Unknown",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
0,2012,4,21,2001,63,162,0,26,"4-Door Sedan",4,"Unknown","Yes","Dark - Lighted","July","Shoulder and Lap Belt Used","State Highway","Female","Yes",30,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,5,23,1983,67,130,0,31,"Motorcycle",7,"Unknown","Yes","Dark - Not Lighted","June","No Helmet","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,7,1995,71,196,0,35,"4-Door Sedan",4,"No (drugs not involved)","No","Daylight","July","Unknown","Local Street - Municipality","Male","Yes",30,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,17,1992,71,175,0,28,"4-Door Sedan",17,"No (drugs not involved)","No","Daylight","August","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,14,1994,68,160,0,31,"4-Door Sedan",18,"Yes (drugs involved)","Yes","Daylight","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,21,2008,74,180,0,44,"4-Door Sedan",29,"No (drugs not involved)","No","Dark - Not Lighted","June","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Unknown"
1,2012,4,14,1997,69,180,0,52,"Standard Truck",11,"Yes (drugs involved)","Yes","Daylight","July","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,3,1991,69,190,0,24,"2-Door Sedan",16,"No (drugs not involved)","Yes","Dark - Lighted","July","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided","Unknown"
0,2012,4,20,1998,69,200,0,58,"Small Truck",4,"No (drugs not involved)","Yes","Dark - Not Lighted","July","Shoulder and Lap Belt Used","County Road","Male","No",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,15,1985,71,210,0,56,"Motorcycle",19,"No (drugs not involved)","Yes","Daylight","August","DOT-Helmet","Local Street - Municipality","Male","Yes",25,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,8,2007,71,220,0,65,"Truck-Tractor",16,"Unknown","No","Daylight","July","Unknown","Interstate","Male","No",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,5,15,2000,64,115,0,49,"Standard Truck",23,"No (drugs not involved)","No","Daylight","August","Shoulder and Lap Belt Used","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,1,3,1999,68,148,0,23,"Jeep",22,"No (drugs not involved)","Yes","Dark - Lighted","July","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,2,15,2003,68,167,0,77,"Minivan",30,"No (drugs not involved)","No","Daylight","July","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,3,2,2003,66,150,0,69,"Convertible",18,"Unknown","Yes","Dark - Not Lighted","September","Shoulder and Lap Belt Used","County Road","Male","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,3,1993,68,150,0,42,"2-Door Sedan",1,"Unknown","No","Dark - Not Lighted","September","None Used-Motor Vehicle Occupant","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,3,18,2006,68,165,0,47,"4-Door Sedan",31,"Yes (drugs involved)","No","Daylight","July","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",45,"Dry","Two-Way, Not Divided","Unknown"
1,2012,6,18,1999,66,150,0,32,"Minivan",21,"No (drugs not involved)","Yes","Dusk","September","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,12,2004,69,160,0,29,"Motorcycle",6,"No (drugs not involved)","Yes","Daylight","October","Other Helmet","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,5,18,2003,67,145,0,25,"2-Door Sedan",27,"No (drugs not involved)","No","Daylight","September","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",50,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Distracted"
0,2012,1,0,2006,73,155,0,22,"Station Wagon",7,"No (drugs not involved)","No","Dark - Lighted","October","Shoulder and Lap Belt Used","Interstate","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,3,14,2009,72,250,0,44,"2-Door Sedan",28,"No (drugs not involved)","Yes","Daylight","August","Shoulder and Lap Belt Used","State Highway","Male","Yes",20,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,4,17,1993,78,263,0,60,"Motorcycle",1,"Unknown","No","Daylight","August","Other Helmet","Local Street - Municipality","Male","No",50,"Dry","Two-Way, Not Divided","Unknown"
0,2012,4,20,2011,72,180,0,24,"Small Truck",8,"No (drugs not involved)","No","Dark - Lighted","August","Unknown","Local Street - Municipality","Male","No",45,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,7,15,2005,68,140,2,24,"2-Door Sedan",4,"Yes (drugs involved)","No","Daylight","August","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","No",50,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
0,2012,1,2,1995,72,161,0,25,"2-Door Sedan",7,"No (drugs not involved)","No","Dark - Not Lighted","October","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,21,1995,61,112,0,30,"Jeep",10,"No (drugs not involved)","Yes","Dark - Not Lighted","August","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,3,1997,60,130,0,21,"4-Door Sedan",7,"No (drugs not involved)","Yes","Dark - Not Lighted","October","None Used-Motor Vehicle Occupant","Interstate","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,6,7,2007,67,125,0,41,"Jeep",12,"Unknown","No","Daylight","October","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",30,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,16,2006,69,190,1,24,"Standard Truck",11,"No (drugs not involved)","Yes","Daylight","August","None Used-Motor Vehicle Occupant","County Road","Male","No",35,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,1,2004,64,140,0,26,"4-Door Sedan",30,"No (drugs not involved)","No","Dark - Not Lighted","September","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,5,2,2001,69,180,0,78,"Large Van",1,"Unknown","No","Dark - Lighted","November","None Used-Motor Vehicle Occupant","Interstate","Male","Yes",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,6,19,2010,71,190,0,55,"Standard Truck",19,"No (drugs not involved)","No","Dark - Lighted","October","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,23,2012,67,160,0,18,"Motorcycle",19,"Yes (drugs involved)","No","Dark - Lighted","October","Other Helmet","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,4,16,1993,67,170,0,42,"Station Wagon",17,"No (drugs not involved)","No","Daylight","October","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,20,2005,70,150,0,18,"4-Door Sedan",1,"No (drugs not involved)","No","Dark - Not Lighted","December","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",50,"Wet","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,5,20,2012,70,230,0,51,"Truck-Tractor",8,"No (drugs not involved)","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","State Highway","Male","No",40,"Wet","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,7,7,1999,72,210,0,31,"4-Door Sedan",27,"Yes (drugs involved)","No","Daylight","October","Shoulder and Lap Belt Used","State Highway","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,7,21,1997,69,190,0,23,"4-Door Sedan",20,"No (drugs not involved)","Yes","Dark - Not Lighted","October","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,5,1,1997,67,190,0,35,"Truck-Tractor",25,"No (drugs not involved)","No","Dark - Lighted","October","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,5,11,1992,64,135,0,21,"Jeep",1,"No (drugs not involved)","No","Daylight","November","Shoulder and Lap Belt Used","U.S. Highway","Female","Yes",65,"Wet","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,1,1,2005,62,140,0,30,"4-Door Sedan",14,"No (drugs not involved)","Yes","Dark - Lighted","October","Shoulder Belt Only Used","Local Street - Municipality","Female","No",25,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,14,2001,65,180,0,36,"4-Door Sedan",19,"No (drugs not involved)","No","Daylight","October","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
0,2012,5,14,1988,64,170,0,52,"Other",4,"No (drugs not involved)","No","Daylight","October","Lap Belt Only Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,6,12,1994,70,215,0,25,"Motorcycle",2,"No (drugs not involved)","Yes","Daylight","November","Other Helmet","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,0,2006,68,130,0,19,"2-Door Sedan",20,"Unknown","No","Dark - Not Lighted","October","Shoulder and Lap Belt Used","State Highway","Male","Yes",55,"Wet","Two-Way, Not Divided","Unknown"
0,2012,2,3,2008,70,230,0,33,"Station Wagon",29,"No (drugs not involved)","Yes","Dark - Lighted","October","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,4,1995,74,200,0,23,"4-Door Sedan",26,"Unknown","No","Dark - Not Lighted","October","Shoulder and Lap Belt Used","Interstate","Male","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,2,19,2002,61,120,0,40,"4-Door Sedan",29,"No (drugs not involved)","No","Dark - Lighted","October","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,3,11,2006,68,140,0,55,"Jeep",13,"Unknown","No","Daylight","November","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Distracted"
1,2012,4,8,2012,70,155,0,73,"4-Door Sedan",19,"Unknown","No","Daylight","December","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,7,0,1994,65,210,0,58,"4-Door Sedan",20,"No (drugs not involved)","No","Dark - Not Lighted","October","Shoulder and Lap Belt Used","U.S. Highway","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,7,2,1999,71,160,0,28,"4-Door Sedan",6,"No (drugs not involved)","Yes","Dark - Lighted","October","None Used-Motor Vehicle Occupant","Local Street - Municipality","Male","Yes",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,3,22,1990,68,150,0,21,"2-Door Sedan",13,"Unknown","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","State Highway","Male","No",45,"Dry","Two-Way, Not Divided","Distracted"
1,2012,4,23,1999,71,155,0,26,"2-Door Sedan",7,"No (drugs not involved)","Yes","Dark - Not Lighted","November","None Used-Motor Vehicle Occupant","State Highway","Female","No",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,1,2002,69,210,0,80,"Station Wagon",11,"No (drugs not involved)","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,7,23,2001,63,108,0,46,"2-Door Sedan",3,"No (drugs not involved)","No","Dark - Lighted","November","Shoulder and Lap Belt Used","U.S. Highway","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,17,2001,71,190,0,55,"Motorcycle",10,"No (drugs not involved)","Yes","Dark - Not Lighted","November","Other Helmet","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Unknown"
0,2012,1,21,2007,62,135,0,23,"4-Door Sedan",11,"Unknown","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Distracted"
1,2012,5,4,1995,68,180,0,24,"2-Door Sedan",8,"No (drugs not involved)","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,20,1984,65,145,0,49,"Standard Truck",10,"No (drugs not involved)","Yes","Dark - Not Lighted","November","None Used-Motor Vehicle Occupant","County Road","Female","No",25,"Dry","Two-Way, Not Divided","Unknown"
0,2012,5,14,2005,72,225,0,41,"Standard Truck",8,"Unknown","No","Daylight","November","Unknown","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,19,2004,62,140,0,56,"4-Door Sedan",19,"No (drugs not involved)","No","Dark - Lighted","November","Shoulder and Lap Belt Used","Interstate","Female","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,7,9,1997,62,130,0,26,"Station Wagon",10,"No (drugs not involved)","Yes","Daylight","November","Unknown","Interstate","Female","No",70,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,3,19,2000,68,160,0,26,"2-Door Sedan",20,"No (drugs not involved)","Yes","Dark - Not Lighted","November","Shoulder and Lap Belt Used","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,2,4,1999,63,180,0,48,"4-Door Sedan",12,"Unknown","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","Interstate","Female","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,23,2002,68,200,0,77,"Jeep",10,"Unknown","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","State Highway","Male","No",65,"Dry","Two-Way, Not Divided","Unknown"
1,2012,1,20,1984,71,160,0,23,"Other",4,"Unknown","Yes","Dark - Not Lighted","November","Shoulder and Lap Belt Used","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,2,23,2005,66,130,0,44,"Jeep",12,"Unknown","No","Dark - Lighted","November","Shoulder and Lap Belt Used","State Highway","Male","Unknown",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
0,2012,4,18,2006,70,200,0,33,"4-Door Sedan",21,"No (drugs not involved)","No","Dark - Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,1,19,2002,73,225,0,49,"Motorcycle",18,"Yes (drugs involved)","Yes","Dark - Not Lighted","November","Other Helmet","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,4,6,2005,75,200,0,43,"Minivan",14,"No (drugs not involved)","Yes","Dawn","November","Shoulder and Lap Belt Used","County Road","Male","No",50,"Dry","Two-Way, Not Divided","Unknown"
0,2012,6,4,2000,57,114,0,57,"Small Truck",23,"No (drugs not involved)","No","Dark - Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Female","Yes",40,"Wet","Two-Way, Not Divided","Unknown"
1,2012,2,22,2005,72,350,0,55,"Truck-Tractor",5,"Unknown","No","Dark - Not Lighted","November","Unknown","Interstate","Male","No",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,20,2002,72,230,0,44,"4-Door Sedan",23,"Unknown","Yes","Dark - Not Lighted","November","Shoulder and Lap Belt Used","County Road","Male","Unknown",55,"Dry","Two-Way, Not Divided","Unknown"
0,2012,7,6,2005,66,165,0,55,"Truck-Tractor",24,"No (drugs not involved)","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","State Highway","Male","No",55,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,1,13,2002,66,190,0,20,"4-Door Sedan",18,"Unknown","No","Daylight","November","Shoulder and Lap Belt Used","State Highway","Female","No",50,"Wet","Two-Way, Not Divided","Not Distracted"
1,2012,2,17,2004,68,155,0,41,"Motorcycle",26,"No (drugs not involved)","No","Dusk","November","Other Helmet","State Highway","Male","Yes",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,3,22,2004,69,170,0,22,"Jeep",27,"Unknown","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,2,20,1994,67,185,0,43,"2-Door Sedan",20,"No (drugs not involved)","No","Dark - Lighted","August","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,6,6,1996,70,200,0,45,"Motorcycle",9,"Unknown","No","Daylight","November","Other Helmet","County Road","Male","Yes",45,"Wet","Two-Way, Not Divided","Unknown"
1,2012,4,14,2001,67,160,0,67,"Large Van",21,"Unknown","No","Daylight","November","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,7,18,2005,72,240,0,36,"Standard Truck",17,"Unknown","Yes","Dark - Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",40,"Wet","Two-Way, Not Divided With a Continuous Left-Turn Lane","Unknown"
1,2012,3,22,1995,70,280,0,19,"4-Door Sedan",27,"Unknown","No","Dark - Lighted","November","None Used-Motor Vehicle Occupant","Interstate","Male","Unknown",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
0,2012,2,17,2005,65,128,0,66,"Jeep",26,"No (drugs not involved)","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,5,0,2008,65,130,0,46,"Standard Truck",13,"No (drugs not involved)","No","Dark - Lighted","September","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",45,"Dry","Two-Way, Not Divided With a Continuous Left-Turn Lane","Not Distracted"
0,2012,2,18,1999,60,100,0,48,"Jeep",26,"No (drugs not involved)","No","Dark - Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",40,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,1,17,2004,67,209,0,56,"Standard Truck",25,"Unknown","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","County Road","Male","Unknown",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Distracted"
1,2012,4,2,2011,69,170,0,30,"4-Door Sedan",28,"No (drugs not involved)","Yes","Dark - Not Lighted","November","None Used-Motor Vehicle Occupant","State Highway","Male","Yes",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,1,19,1993,67,155,0,22,"4-Door Sedan",25,"Unknown","No","Dark - Lighted","November","None Used-Motor Vehicle Occupant","Interstate","Male","No",65,"Dry","Two-Way,  Divided, Positive  Median Barrier","Unknown"
1,2012,6,23,1998,73,250,0,44,"4-Door Sedan",14,"No (drugs not involved)","Yes","Dark - Not Lighted","September","None Used-Motor Vehicle Occupant","State Highway","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,7,20,1990,68,182,0,69,"4-Door Sedan",24,"Unknown","Yes","Dark - Not Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Unknown",45,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Unknown"
1,2012,4,14,2006,71,168,0,24,"Motorcycle",28,"Unknown","Yes","Daylight","November","DOT-Helmet","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,3,7,2009,69,170,0,38,"Truck-Tractor",27,"No (drugs not involved)","No","Daylight","November","Shoulder and Lap Belt Used","State Highway","Male","Yes",55,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
0,2012,4,6,2010,64,120,0,55,"4-Door Sedan",28,"Unknown","No","Dark - Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Female","No",45,"Dry","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,7,11,2006,69,200,1,29,"Motorcycle",1,"Unknown","No","Daylight","December","DOT-Helmet","Local Street - Municipality","Male","No",35,"Dry","Two-Way, Not Divided","Not Distracted"
0,2012,3,19,2005,73,165,0,58,"2-Door Sedan",27,"No (drugs not involved)","No","Dark - Lighted","November","Shoulder and Lap Belt Used","Local Street - Municipality","Male","No",50,"Dry","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,5,2,2012,70,200,0,27,"Jeep",22,"Unknown","No","Dark - Not Lighted","November","None Used-Motor Vehicle Occupant","County Road","Male","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,4,9,2004,62,140,0,21,"Small Truck",21,"Unknown","No","Daylight","November","Shoulder and Lap Belt Used","Interstate","Male","No",65,"Wet","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
1,2012,1,22,1993,67,140,0,55,"2-Door Sedan",2,"No (drugs not involved)","Yes","Dark - Lighted","December","Shoulder and Lap Belt Used","Local Street - Municipality","Male","Yes",45,"Wet","Two-Way,  Divided, Unprotected (Painted > 4 Feet ) Median","Not Distracted"
1,2012,5,16,2002,71,170,0,18,"4-Door Sedan",29,"No (drugs not involved)","Yes","Daylight","November","Shoulder and Lap Belt Used","County Road","Male","Yes",55,"Dry","Two-Way, Not Divided","Unknown"
1,2012,5,21,2005,65,185,0,51,"Jeep",29,"Unknown","No","Dark - Not Lighted","November","Shoulder and Lap Belt Used","County Road","Female","No",55,"Dry","Two-Way, Not Divided","Not Distracted"
1,2012,2,4,1994,68,180,0,34,"Small Truck",3,"Unknown","No","Dark - Not Lighted","December","None Used-Motor Vehicle Occupant","U.S. Highway","Male","No",65,"Wet","Two-Way,  Divided, Positive  Median Barrier","Not Distracted"
