Number,Year,Month,Day,Date,Time,State,Fscale,Injuries,Fatalities,Loss,CropLoss,StartLat,StartLon,EndLat,EndLon,Length,Width
378911,2012,6,3,6/3/12,18:16:00,ND,0,0,0,0,0,46.95,-98.02,46.95,-98.015,0.24,20
378945,2012,6,3,6/3/12,18:20:00,MN,1,0,0,0,0,48.22,-97.1,48.1889,-97.0401,3.49,40
374834,2012,6,4,6/4/12,14:45:00,AR,0,0,0,0,0,34.684,-91.786,34.684,-91.784,0.11,15
377155,2012,6,4,6/4/12,19:28:00,TX,0,0,0,0,0,33.63,-101.27,33.63,-101.27,0.01,20
384508,2012,6,4,6/4/12,19:44:00,MO,2,0,3,0.1,0,36.9736,-89.43,36.9664,-89.43,0.5,75
376456,2012,6,5,6/5/12,15:40:00,MT,1,0,0,0,0,46.5378,-110.858,46.5774,-110.868,2.78,300
376458,2012,6,5,6/5/12,18:41:00,MT,0,0,0,0,0,47.1013,-109.887,47.1547,-109.87,3.78,400
376459,2012,6,5,6/5/12,19:10:00,MT,0,0,0,0,0,48.0388,-109.82,48.0525,-109.83,1.05,100
387761,2012,6,6,6/6/12,17:05:00,CO,0,0,0,0,0,39.87,-104.67,39.87,-104.67,0.1,50
387762,2012,6,6,6/6/12,18:38:00,CO,0,0,0,0,0,40.87,-104.23,40.87,-104.23,0.1,50
387765,2012,6,6,6/6/12,19:30:00,CO,0,0,0,0,0,39.29,-104.63,39.29,-104.63,0.1,50
387764,2012,6,6,6/6/12,19:40:00,CO,0,0,0,0,0,39.41,-104.67,39.41,-104.67,0.1,50
387767,2012,6,6,6/6/12,19:44:00,CO,0,0,0,0,0,39.47,-104.62,39.47,-104.62,0.1,50
387763,2012,6,6,6/6/12,19:45:00,CO,0,0,0,0,0,39.61,-104.61,39.61,-104.61,0.1,50
387768,2012,6,6,6/6/12,20:51:00,CO,0,0,0,0,0,39.51,-104.6,39.51,-104.6,0.1,50
398193,2012,6,7,6/7/12,14:55:00,SD,1,0,0,0.001,0,43.5077,-103.589,43.5077,-103.589,0.1,20
377624,2012,6,7,6/7/12,15:07:00,WY,2,1,0,0,0,42.05,-105.106,41.85,-104.81,20.57,200
377625,2012,6,7,6/7/12,16:33:00,WY,0,0,0,0,0,41.44,-104.87,41.4396,-104.868,0.1,50
387834,2012,6,7,6/7/12,17:21:00,CO,0,0,0,0,0,39.66,-104.16,39.66,-104.16,0.1,50
387824,2012,6,7,6/7/12,18:18:00,CO,0,0,0,0,0,39.35,-104.11,39.35,-104.11,0.1,50
377626,2012,6,7,6/7/12,18:25:00,WY,0,0,0,0,0,41.46,-104.74,41.4593,-104.735,0.25,50
387851,2012,6,7,6/7/12,18:45:00,CO,2,0,0,0.05,0,39.1996,-104.2,39.0986,-104.263,7.49,880
377959,2012,6,7,6/7/12,19:38:00,CO,0,0,0,0,0,39.07,-104.188,39.0544,-104.189,0.48,75
387815,2012,6,7,6/7/12,20:45:00,CO,0,0,0,0,0,40.78,-104.87,40.78,-104.87,0.1,50
387559,2012,6,8,6/8/12,18:13:00,MI,1,0,0,0.01,0,46.78,-88.03,46.75,-87.87,7.8,200
376421,2012,6,10,6/10/12,10:11:00,AL,1,0,0,0.1,0,31.07,-85.89,31.2,-85.82,9.92,440
381494,2012,6,10,6/10/12,19:15:00,MN,0,0,0,0.255,0,44.5368,-93.8098,44.561,-93.7747,2.22,50
375768,2012,6,10,6/10/12,19:48:00,SC,0,0,0,0.006,0,34.32,-81.63,34.3347,-81.6123,1.5,50
375770,2012,6,11,6/11/12,11:42:00,SC,0,0,0,0.016,0,33.5322,-80.6847,33.5335,-80.6633,1.24,50
393363,2012,6,11,6/11/12,15:21:00,SC,1,0,0,0.4,0,32.381,-80.9795,32.3845,-80.9092,4.11,525
393570,2012,6,12,6/12/12,19:58:00,TX,1,0,0,0.006,0,32.3939,-102.814,32.3784,-102.766,0.13,300
376837,2012,6,12,6/12/12,21:07:00,NM,1,0,0,0,0,34.2418,-103.531,34.2274,-103.523,1.1,75
376838,2012,6,12,6/12/12,22:07:00,NM,0,0,0,0,0,33.9607,-103.336,33.9378,-103.327,1.66,50
392889,2012,6,13,6/13/12,18:55:00,TX,0,0,0,0.05,0.005,33.5045,-96.2504,33.5025,-96.2491,0.16,75
377975,2012,6,14,6/14/12,14:37:00,CO,0,0,0,0,0,37.3,-102.67,37.3046,-102.67,0.32,50
377977,2012,6,14,6/14/12,15:58:00,CO,0,0,0,0,0,37.7661,-102.216,37.7808,-102.214,1.02,50
396390,2012,6,14,6/14/12,18:18:00,KS,0,0,0,0,0,38.37,-100.23,38.3686,-100.221,0.49,75
388160,2012,6,15,6/15/12,14:56:00,CO,0,0,0,0,0,39.77,-104.42,39.77,-104.42,0.1,50
378133,2012,6,16,6/16/12,19:02:00,CO,0,0,0,0,0,37.4424,-102.86,37.4564,-102.853,1.05,50
398027,2012,6,17,6/17/12,17:52:00,MN,0,0,0,0,0,45.92,-96.34,45.92,-96.34,0.05,5
398054,2012,6,17,6/17/12,18:00:00,SD,0,0,0,0,0,45.46,-96.96,45.46,-96.96,0.01,5
379840,2012,6,17,6/17/12,18:02:00,MN,0,0,0,0,0,45.89,-96.23,45.8905,-96.1706,2.86,30
394783,2012,6,17,6/17/12,18:53:00,SD,1,0,0,0,0,45.4025,-96.6214,45.3987,-96.6194,0.28,10
393252,2012,6,17,6/17/12,18:59:00,MN,0,0,0,0,0,45.1349,-95.3788,45.1359,-95.3764,0.13,10
393257,2012,6,17,6/17/12,19:43:00,MN,0,0,0,0,0,45.0769,-95.7455,45.0777,-95.7395,0.3,25
394766,2012,6,18,6/18/12,19:28:00,MI,1,0,0,0.06,0,44.5861,-84.5354,44.5827,-84.5096,1.29,350
378379,2012,6,20,6/20/12,17:49:00,ND,0,0,0,0,0,47.82,-97.52,47.81,-97.5,1.16,20
378380,2012,6,20,6/20/12,18:02:00,ND,1,0,0,0,0,47.76,-97.36,47.76,-97.39,1.39,30
390749,2012,6,22,6/22/12,17:21:00,NE,0,0,0,0,0,41.0579,-103.102,41.0606,-103.098,0.28,20
393342,2012,6,22,6/22/12,19:58:00,SD,2,0,0,0.5,0,43.104,-103.83,43.09,-103.5,16.68,800
391455,2012,6,23,6/23/12,13:35:00,FL,0,0,0,0.035,0,26.11,-81.747,26.13,-81.758,1.7,20
391456,2012,6,23,6/23/12,14:00:00,FL,0,1,0,0,0,26.274,-81.789,26.274,-81.789,0.05,10
379208,2012,6,24,6/24/12,8:15:00,FL,0,0,0,0.065,0,27.4,-81.78,27.63,-81.88,17.03,100
391461,2012,6,24,6/24/12,9:00:00,FL,0,0,0,0.005,0,26.84,-81.52,26.84,-81.52,0.01,10
391462,2012,6,24,6/24/12,9:10:00,FL,0,0,0,0,0,25.762,-81.641,25.99,-81.58,16.2,30
391463,2012,6,24,6/24/12,10:00:00,FL,0,0,0,0,0,26.162,-81.542,26.162,-81.542,0.01,20
379209,2012,6,24,6/24/12,10:23:00,FL,0,0,1,0.015,0,27.04,-81.36,27.1413,-81.3455,3.45,150
391464,2012,6,24,6/24/12,10:25:00,FL,0,0,0,0,0,26.634,-80.0645,26.634,-80.0645,0.01,20
391465,2012,6,24,6/24/12,10:25:00,FL,0,0,0,0,0,26.37,-81.55,26.37,-81.55,0.1,20
391466,2012,6,24,6/24/12,11:25:00,FL,0,0,0,0.05,0,26.697,-80.068,26.715,-80.062,1.2,30
391467,2012,6,24,6/24/12,12:05:00,FL,0,0,0,0.01,0,25.966,-80.118,25.975,-80.119,0.5,20
391468,2012,6,24,6/24/12,13:04:00,FL,0,0,0,0,0,26.92,-81.34,26.92,-81.34,0.01,20
379585,2012,6,24,6/24/12,13:23:00,FL,1,0,0,0.06,0,27.27,-81.44,27.3452,-81.4222,5.31,100
380488,2012,6,24,6/24/12,13:40:00,FL,1,0,0,0.13,0,27.8783,-82.8437,27.8878,-82.8379,0.74,75
380489,2012,6,24,6/24/12,14:39:00,FL,0,0,0,0.09,0,28.1506,-82.3747,28.1659,-82.3762,1.06,50
380487,2012,6,24,6/24/12,15:17:00,FL,1,0,0,0.65,0,28.2372,-82.715,28.2419,-82.7121,0.37,75
380272,2012,6,24,6/24/12,16:55:00,FL,0,0,0,0.004,0,27.96,-81.68,27.97,-81.67,0.92,25
380273,2012,6,24,6/24/12,18:04:00,FL,2,0,0,0.39,0,27.95,-81.68,28.04,-81.68,6.22,150
380274,2012,6,24,6/24/12,18:21:00,FL,1,0,0,0.15,0,27.7,-82.74,27.74,-82.72,3.02,50
380171,2012,6,24,6/24/12,18:59:00,FL,0,0,0,0,0,28.4849,-81.6609,28.5386,-81.6622,3.71,100
379114,2012,6,24,6/24/12,19:55:00,FL,0,0,0,0,0,27.6694,-80.8961,27.714,-80.8956,3.08,100
380275,2012,6,24,6/24/12,19:57:00,FL,1,0,0,0.09,0,28.7,-82.47,28.77,-82.45,4.99,100
379773,2012,6,24,6/24/12,20:46:00,FL,0,0,0,0,0,28.1035,-80.876,28.1202,-80.8763,1.15,50
379771,2012,6,24,6/24/12,21:37:00,FL,0,0,0,0,0,28.5314,-80.8614,28.5483,-80.8617,1.17,25
395450,2012,6,25,6/25/12,12:25:00,VA,0,0,0,0.015,0,37.843,-77.998,37.823,-78.01,1.53,200
401239,2012,6,25,6/25/12,17:05:00,NH,0,0,0,0,0,43.6497,-71.3119,43.6497,-71.3119,0.1,10
380485,2012,6,26,6/26/12,8:25:00,FL,0,0,0,0,0,27.2714,-81.023,27.2841,-81.0122,1.1,40
390744,2012,6,30,6/30/12,11:00:00,LA,0,0,0,0,0,29.7876,-93.69,29.8082,-93.689,1.42,50
396491,2012,6,30,6/30/12,18:11:00,VA,0,0,0,0.015,0,37.69,-77.29,37.62,-77.22,6.17,100
392719,2012,7,3,7/3/12,19:51:00,NE,0,0,0,0,0,41.13,-102.36,41.13,-102.36,0.52,10
388879,2012,7,4,7/4/12,20:05:00,MN,1,0,0,0,0,46.57,-95.03,46.55,-94.9674,4,75
390985,2012,7,5,7/5/12,15:36:00,NM,0,0,0,0,0,34.03,-106.87,34.0282,-106.87,0.13,20
390742,2012,7,9,7/9/12,9:00:00,CO,0,0,0,0,0,38.7048,-104.757,38.6985,-104.752,0.52,50
386303,2012,7,10,7/10/12,15:40:00,NC,0,0,0,0,0,35.42,-76.07,35.4184,-76.0692,0.12,20
397347,2012,7,12,7/12/12,13:12:00,FL,0,0,0,0,0,26.8397,-81.1282,26.8397,-81.1282,0.1,10
383248,2012,7,12,7/12/12,15:38:00,ND,1,0,0,0,0,47.71,-97.08,47.7414,-97.0087,2.5,200
383446,2012,7,13,7/13/12,14:10:00,LA,0,1,0,0.015,0,29.0995,-90.1936,29.1018,-90.1942,0.17,30
398730,2012,7,14,7/14/12,11:08:00,VA,0,0,0,0.015,0,37.6864,-75.6668,37.6794,-75.6728,0.58,100
404532,2012,7,15,7/15/12,13:24:00,MD,0,0,0,0.01,0,38.2233,-76.7515,38.2241,-76.7516,0.05,50
400069,2012,7,15,7/15/12,14:50:00,PA,0,0,0,0.01,0,41.78,-76.8,41.77,-76.78,1.24,120
384044,2012,7,17,7/17/12,13:22:00,FL,0,0,0,0.04,0,27.5215,-80.3856,27.5215,-80.3856,0.04,20
405917,2012,7,17,7/17/12,16:15:00,NH,0,0,0,0,0,43.6406,-71.7585,43.6408,-71.7492,0.46,30
384753,2012,7,17,7/17/12,17:50:00,KS,0,0,0,0,0,39.521,-101.495,39.521,-101.495,0.25,10
398929,2012,7,18,7/18/12,13:42:00,GA,0,0,0,0,0,31.1123,-81.4808,31.1182,-81.4756,0.51,25
393854,2012,7,18,7/18/12,14:00:00,NE,0,0,0,0,0,41.01,-102.07,41.01,-102.07,0.1,10
400178,2012,7,20,7/20/12,20:24:00,LA,1,0,0,0.1,0,30.19,-93.15,30.135,-93.2722,8.23,150
400179,2012,7,20,7/20/12,20:25:00,LA,0,0,0,0.001,0,30.1553,-93.0636,30.1397,-93.0807,1.49,100
390657,2012,7,21,7/21/12,21:10:00,ND,0,0,0,0,0,48.82,-103.01,48.8209,-102.985,1.13,30
400156,2012,7,23,7/23/12,22:02:00,NY,1,0,0,0.05,0,43.19,-75.48,43.17,-75.45,2.05,120
403860,2012,7,24,7/24/12,14:08:00,MA,0,0,0,0.003,0,41.9406,-70.5691,41.9405,-70.5693,0.03,15
394328,2012,7,24,7/24/12,14:45:00,NV,0,0,0,0,0,37.62,-114.16,37.6237,-114.148,0.69,50
386045,2012,7,24,7/24/12,15:57:00,NM,0,0,0,0,0,35.619,-106.037,35.6205,-106.036,0.04,30
405895,2012,7,24,7/24/12,17:30:00,ME,0,0,0,0,0,43.9889,-69.7671,43.9881,-69.764,0.16,20
386804,2012,7,26,7/26/12,13:15:00,PA,0,0,0,0,0,41.7913,-78.0053,41.7913,-78.0022,0.16,150
400669,2012,7,26,7/26/12,13:38:00,NY,1,0,0,0.002,0,42.06,-77.129,42.063,-77.126,0.26,100
400672,2012,7,26,7/26/12,13:44:00,NY,1,0,0,0.2,0,42.12,-77.02,42.12,-76.97,2.56,800
400671,2012,7,26,7/26/12,14:00:00,NY,1,0,0,10,0,42.095,-76.921,42.083,-76.75,8.81,600
400682,2012,7,26,7/26/12,14:01:00,NY,1,0,0,0.095,0,42.106,-76.6947,42.0651,-76.4461,13.8,300
400686,2012,7,26,7/26/12,14:52:00,NY,0,0,0,0.001,0,42.03,-75.76,42.03,-75.76,0.1,66
400696,2012,7,26,7/26/12,15:00:00,PA,1,0,0,0.035,0,41.78,-75.87,41.79,-75.85,1.24,150
400715,2012,7,26,7/26/12,15:44:00,PA,1,0,0,0.03,0,41.01,-75.9,41.01,-75.89,0.52,75
391188,2012,7,28,7/28/12,14:45:00,CO,0,0,0,0,0,39.58,-105.63,39.58,-105.63,0.1,50
389378,2012,7,29,7/29/12,16:40:00,FL,1,0,0,0.05,0,30.23,-84.4,30.22,-84.36,2.49,100
387526,2012,7,30,7/30/12,8:40:00,NC,0,0,0,0,0,35.8118,-75.5487,35.8125,-75.5631,0.5,20
387527,2012,7,30,7/30/12,9:01:00,NC,0,0,0,0,0,35.8288,-75.617,35.8355,-75.6329,1,20
404743,2012,7,31,7/31/12,12:18:00,IL,0,0,0,0,0,40.4411,-88.3735,40.4411,-88.3734,0.01,20
403499,2012,8,1,8/1/12,18:17:00,SC,0,0,0,0,0,32.61,-80.12,32.6102,-80.1196,0.03,50
408615,2012,8,3,8/3/12,16:45:00,SD,0,0,0,0,0,44.85,-98.5395,44.85,-98.538,0.07,10
408542,2012,8,3,8/3/12,17:05:00,SD,0,0,0,0,0,45.11,-98.1,45.1106,-98.0941,0.29,10
404778,2012,8,4,8/4/12,16:20:00,IN,1,0,0,0,0,41.6599,-86.621,41.6762,-86.6032,1.46,20
407353,2012,8,5,8/5/12,12:35:00,OH,0,0,0,0.15,0,41.1642,-80.7037,41.1755,-80.6274,4.05,25
409451,2012,8,7,8/7/12,15:55:00,MD,0,0,0,0,0,38.5103,-76.6628,38.5138,-76.6748,0.69,25
389658,2012,8,8,8/8/12,15:36:00,NE,0,0,0,0,0,41.6571,-96.8843,41.6314,-96.872,1.88,20
407001,2012,8,9,8/9/12,10:11:00,MN,0,0,0,0,0,46.73,-92.04,46.73,-92.04,0.25,13
407000,2012,8,9,8/9/12,10:19:00,WI,0,0,0,0,0,46.72,-92.05,46.72,-92.05,0.05,20
392869,2012,8,9,8/9/12,15:07:00,MS,0,0,0,0.03,0,31.1834,-90.2059,31.1878,-90.2036,0.33,170
409690,2012,8,10,8/10/12,12:06:00,NY,0,0,0,0.1,0,40.72,-73.16,40.7955,-73.1225,5.57,150
408638,2012,8,10,8/10/12,13:54:00,RI,0,0,0,0.05,0,41.1494,-71.57,41.2042,-71.5594,3.83,20
411034,2012,8,11,8/11/12,15:09:00,NC,1,0,0,0.35,0,35.605,-77.817,35.608,-77.816,0.21,40
399980,2012,8,12,8/12/12,16:30:00,CA,0,0,0,0,0,33.7689,-117.198,33.7689,-117.198,0.5,50
407845,2012,8,19,8/19/12,12:19:00,NC,0,0,0,0,0,35.6083,-75.4663,35.6083,-75.4663,0.01,20
398958,2012,8,19,8/19/12,17:45:00,MS,0,0,0,0,0,32.4892,-89.9812,32.4883,-89.9803,0.08,30
409087,2012,8,21,8/21/12,14:11:00,UT,0,0,0,0,0,38.2809,-114.045,38.2812,-114.043,0.07,1
407449,2012,8,21,8/21/12,16:50:00,TX,0,0,0,0,0,29.6681,-94.8788,29.672,-94.8723,0.4,20
403691,2012,8,23,8/23/12,17:23:00,CO,0,0,0,0,0,38.4256,-102.239,38.4129,-102.235,0.91,75
395199,2012,8,23,8/23/12,19:43:00,MN,0,0,0,0.062,0,44.8067,-94.0009,44.8222,-93.9393,3.2,100
395374,2012,8,26,8/26/12,11:56:00,PA,0,0,0,0.01,0.0015,39.7547,-77.7536,39.8351,-77.7506,5.56,100
396438,2012,8,27,8/27/12,1:09:00,FL,0,0,0,0.015,0,28.2707,-81.2232,28.2754,-81.2357,0.83,30
395562,2012,8,27,8/27/12,10:03:00,FL,0,0,0,0.5,0,27.6256,-80.4956,27.6468,-80.5065,1.61,180
409415,2012,8,27,8/27/12,14:44:00,FL,0,0,0,0.002,0,27.9397,-82.434,27.9402,-82.4343,0.04,20
396967,2012,8,29,8/29/12,16:12:00,FL,0,0,0,0,0,30.8762,-85.1543,30.8814,-85.1524,0.37,25
410069,2012,8,29,8/29/12,16:18:00,MS,1,0,0,0.025,0,30.367,-89.0847,30.369,-89.086,0.5,25
396968,2012,8,29,8/29/12,16:24:00,FL,0,0,0,0.01,0,30.9929,-85.5149,30.9966,-85.5134,0.27,25
410073,2012,8,29,8/29/12,18:14:00,MS,1,0,0,0.04,0,30.362,-88.749,30.3681,-88.7476,0.43,40
396962,2012,8,30,8/30/12,1:44:00,AL,1,0,0,0.025,0,31.19,-86.14,31.233,-86.14,2.97,35
410072,2012,8,30,8/30/12,6:10:00,MS,2,0,0,0.075,0,30.344,-88.553,30.3545,-88.5486,0.77,40
411119,2012,8,30,8/30/12,8:49:00,MS,1,3,0,0.1,0,31.9934,-88.4957,32.0723,-88.5211,6.1,100
411120,2012,8,30,8/30/12,9:18:00,MS,1,0,0,0.07,0,32.2436,-88.5303,32.2766,-88.5577,1.4,100
409167,2012,8,30,8/30/12,9:58:00,AL,0,0,0,0.005,0,31.9,-88.283,31.9,-88.283,0.01,50
412012,2012,8,31,8/31/12,13:50:00,IL,0,0,0,0,0,38.7787,-90.1336,38.7817,-90.133,0.2,50
412013,2012,8,31,8/31/12,14:27:00,IL,0,0,0,0,0,39.2823,-90.4076,39.3031,-90.4088,1.44,60
402175,2012,8,31,8/31/12,16:12:00,IL,1,1,0,0.23,0,39.6112,-90.0419,39.6142,-90.0446,0.25,75
402183,2012,8,31,8/31/12,16:32:00,IL,0,0,0,0,0,39.6371,-90.0916,39.6381,-90.0944,0.16,10
412014,2012,8,31,8/31/12,16:34:00,MO,0,0,0,0,0,38.8178,-90.6671,38.8232,-90.6697,0.4,120
409678,2012,9,1,9/1/12,10:48:00,IL,0,0,0,0,0,40.8415,-89.0868,40.8412,-89.0878,0.06,20
409679,2012,9,1,9/1/12,11:03:00,IL,0,0,0,0,0,40.8944,-89.1222,40.8949,-89.1353,0.69,20
409680,2012,9,1,9/1/12,11:05:00,IL,0,0,0,0.001,0.004,40.9039,-89.152,40.9333,-89.1707,2.25,75
409682,2012,9,1,9/1/12,11:32:00,IL,0,0,0,0,0,40.9624,-89.447,40.9637,-89.4474,0.09,20
409683,2012,9,1,9/1/12,12:08:00,IL,0,0,0,0,0,41.0485,-89.687,41.0603,-89.7064,1.3,50
409684,2012,9,1,9/1/12,12:11:00,IL,0,0,0,0,0,41.0786,-89.6521,41.0895,-89.6675,1.1,20
409685,2012,9,1,9/1/12,12:24:00,IL,0,0,0,0,0,41.1198,-89.7729,41.1295,-89.7856,0.94,50
413984,2012,9,1,9/1/12,15:19:00,AR,2,0,0,5,0.005,36.4075,-90.6526,36.4163,-90.6406,0.9,75
414613,2012,9,1,9/1/12,15:22:00,AR,0,0,0,0,0.005,36.4478,-90.5853,36.4486,-90.585,0.06,25
406740,2012,9,1,9/1/12,15:32:00,MO,0,0,0,0,0,36.8022,-90.2868,36.8067,-90.2338,2.95,20
406739,2012,9,1,9/1/12,15:43:00,MO,0,0,0,0,0,36.6,-90.25,36.6512,-90.2062,4.29,20
414463,2012,9,1,9/1/12,16:20:00,ID,0,0,0,0,0,42.52,-113.561,42.52,-113.541,1,20
414464,2012,9,1,9/1/12,16:40:00,ID,0,0,0,0,0,42.4422,-113.497,42.4477,-113.479,1,20
413559,2012,9,1,9/1/12,16:41:00,IN,0,0,0,0,0,39.7876,-86.1762,39.7879,-86.1744,0.1,25
413987,2012,9,1,9/1/12,17:03:00,MO,0,0,0,0.1,0,36.0903,-90.2149,36.0906,-90.2145,0.03,25
412200,2012,9,3,9/3/12,13:20:00,DE,0,0,0,0.1,0,39.0979,-75.5648,39.101,-75.5644,0.21,35
412950,2012,9,4,9/4/12,16:31:00,NJ,0,0,0,0.025,0,39.8772,-75.0975,39.8794,-75.0965,0.16,25
400292,2012,9,4,9/4/12,18:37:00,WI,2,0,0,0.42,0.008,42.9089,-90.995,42.9025,-90.9839,0.72,75
411919,2012,9,7,9/7/12,22:36:00,OH,0,0,0,0.04,0,39.173,-84.144,39.175,-84.141,0.21,25
414295,2012,9,8,9/8/12,8:58:00,NY,1,0,0,0.27,0,40.5468,-73.9329,40.6337,-73.894,4.74,50
411603,2012,9,9,9/9/12,15:00:00,CA,0,0,0,0,0,33.78,-117.23,33.78,-117.23,0.01,10
414693,2012,9,13,9/13/12,13:10:00,PR,0,0,0,0.03,0,18.28,-66.879,18.2804,-66.8789,0.02,35
413258,2012,9,17,9/17/12,14:20:00,KS,0,0,0,0,0,38.93,-95.9,38.9301,-95.8998,0.01,10
409537,2012,9,17,9/17/12,15:02:00,TN,0,0,0,0.05,0,35.4472,-86.3374,35.4539,-86.3294,0.65,100
409095,2012,9,17,9/17/12,15:12:00,AL,0,0,0,0.01,0,31.1077,-86.0501,31.1087,-86.0491,0.09,20
412720,2012,9,18,9/18/12,13:38:00,NC,0,0,0,0,0,35.82,-78.34,35.827,-78.337,0.51,30
408714,2012,9,18,9/18/12,14:20:00,NC,0,0,0,0.02,0,35.04,-77.46,35.07,-77.38,4.98,300
404822,2012,9,25,9/25/12,13:55:00,CO,0,0,0,0.005,0,37.6695,-106.351,37.6645,-106.326,1.38,100
415886,2012,9,25,9/25/12,16:23:00,IL,1,1,0,0,0,38.4475,-89.5425,38.4354,-89.4711,3.95,100
407314,2012,9,27,9/27/12,13:19:00,CO,0,0,0,0,0,39.18,-104.75,39.18,-104.75,0.1,50
406688,2012,9,27,9/27/12,13:57:00,PA,0,0,0,0.075,0,40.186,-80.136,40.205,-80.124,1.46,150
406689,2012,9,27,9/27/12,14:44:00,PA,0,0,0,0.05,0,40.367,-79.864,40.371,-79.862,0.3,75
407315,2012,9,27,9/27/12,15:28:00,CO,0,0,0,0,0,39.74,-104.22,39.74,-104.22,0.1,50
407316,2012,9,27,9/27/12,16:57:00,CO,0,0,0,0,0,40.2,-104.37,40.2,-104.37,0.1,50
407633,2012,9,29,9/29/12,16:02:00,TX,0,0,0,0.005,0,29.338,-97.0655,29.3466,-97.0688,0.63,20
414612,2012,9,29,9/29/12,16:11:00,TX,0,0,0,0.1,0,28.6179,-96.6423,28.6191,-96.6414,0.1,30
413276,2012,9,30,9/30/12,14:20:00,MS,1,0,0,0.03,0,30.5428,-89.4792,30.6066,-89.4091,6.07,40
414466,2012,9,30,9/30/12,15:19:00,MS,1,0,0,0.06,0,30.7127,-89.1502,30.7353,-89.1235,2.23,100
411467,2012,9,30,9/30/12,16:05:00,NE,0,0,0,0,0,41.4652,-100.225,41.4645,-100.225,0.05,90
417470,2012,10,1,10/1/12,3:47:00,AL,0,0,0,0,0,32.8089,-86.2405,32.8157,-86.2367,0.52,150
416448,2012,10,1,10/1/12,12:25:00,TN,0,0,0,0.01,0,35.49,-86.49,35.5067,-86.4725,1.51,50
415016,2012,10,1,10/1/12,15:22:00,NC,0,0,0,0.004,0.0005,34.3277,-78.5773,34.3317,-78.5748,0.31,30
415028,2012,10,1,10/1/12,15:58:00,NC,0,0,0,0.0025,0,34.4111,-78.4724,34.4125,-78.4707,0.14,20
416449,2012,10,1,10/1/12,16:07:00,TN,0,0,0,0.02,0,36.007,-86.1394,36.0342,-86.1291,1.96,100
415077,2012,10,1,10/1/12,16:15:00,NC,0,0,0,0.01,0,34.3807,-78.9451,34.4105,-78.9505,2.08,25
415067,2012,10,1,10/1/12,16:18:00,NC,0,0,0,0.004,0,34.4358,-78.4397,34.4628,-78.4014,2.87,20
416450,2012,10,1,10/1/12,16:31:00,TN,1,0,0,0.015,0,36.1738,-86.087,36.1935,-86.0769,1.47,150
410374,2012,10,12,10/12/12,17:08:00,NM,0,0,0,0.05,0,35.63,-105.668,35.6716,-105.579,5.78,75
408679,2012,10,12,10/12/12,18:05:00,TX,0,0,0,0,0,33.942,-101.796,33.9593,-101.772,1.8,200
408826,2012,10,12,10/12/12,18:14:00,TX,0,0,0,0,0,34.032,-101.703,34.0333,-101.701,0.14,20
414939,2012,10,13,10/13/12,16:46:00,OK,1,2,0,0,0,34.1942,-97.5205,34.2408,-97.4511,5.1,75
410756,2012,10,13,10/13/12,17:50:00,TX,0,0,0,0.005,0,30.4024,-96.957,30.4047,-96.9556,0.18,20
408409,2012,10,13,10/13/12,19:53:00,MO,0,0,0,0.025,0,37.2772,-93.4429,37.2833,-93.4374,0.52,100
409004,2012,10,13,10/13/12,20:36:00,AR,1,2,0,0.1,0,36.316,-94.2055,36.4381,-94.0425,12.5,450
411059,2012,10,14,10/14/12,5:42:00,KY,1,1,0,0.35,0,36.7354,-88.6631,36.7595,-88.6349,2.28,150
417471,2012,10,14,10/14/12,23:18:00,AL,0,0,0,0,0,33.3076,-86.9574,33.3089,-86.9533,0.25,200
409115,2012,10,17,10/17/12,17:53:00,AR,0,0,0,0,0,34.6159,-91.8358,34.616,-91.8345,0.07,8
408864,2012,10,17,10/17/12,18:40:00,AR,1,0,0,0.3,0,34.6906,-91.3159,34.6906,-91.3091,0.39,350
413042,2012,10,17,10/17/12,20:07:00,MS,2,0,0,0.2,0,33.9672,-90.7018,33.9718,-90.6764,1.25,150
413057,2012,10,17,10/17/12,21:12:00,MS,1,0,0,0.05,0,33.859,-89.8434,33.859,-89.8434,0.5,75
413060,2012,10,17,10/17/12,21:40:00,MS,2,4,0,0.25,0,32.9946,-90.7006,32.9672,-90.6369,4.43,440
416518,2012,10,17,10/17/12,21:46:00,MS,1,0,0,0.04,0,32.9638,-90.6077,32.9613,-90.5826,1.46,100
413064,2012,10,17,10/17/12,21:56:00,MS,1,0,0,0.05,0,32.9506,-90.5072,32.9436,-90.4752,1.92,100
413066,2012,10,17,10/17/12,22:29:00,MS,1,0,0,0.01,0,32.8795,-90.1245,32.8662,-90.0965,1.86,250
412025,2012,10,17,10/17/12,23:11:00,MS,1,0,0,0.05,0,32.7391,-89.724,32.7383,-89.7127,0.66,525
412027,2012,10,17,10/17/12,23:32:00,MS,1,0,0,0.4,0,32.7495,-89.5056,32.7491,-89.492,0.79,150
412029,2012,10,17,10/17/12,23:46:00,MS,3,1,0,2.5,0,32.4374,-89.4521,32.3903,-89.21,14.36,880
412031,2012,10,18,10/18/12,0:01:00,MS,1,0,0,0.035,0,32.3657,-90.4337,32.3684,-90.4218,0.72,50
412032,2012,10,18,10/18/12,0:12:00,MS,1,0,0,0.1,0,32.66,-89.07,32.6658,-89.0614,0.64,150
416427,2012,10,19,10/19/12,17:07:00,MD,0,0,0,0,0,39.609,-76.504,39.626,-76.502,1.2,100
