"Id","Model","Price","Age_08_04","Mfg_Year","Miles","Fuel_Type","HP","Color","Automatic","cc","Doors","Cylinders","Weight","Mfr_Guarantee","ABS","Airbag_1","Airbag_2","Airco","Automatic_airco","Boardcomputer","CD_Player","Powered_Windows","Power_Steering","Radio"
1082,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors",9521.5,80,1998,89194,"Petrol",86,"Green",1,1300,3,4,1045,0,0,1,0,0,0,0,0,0,1,0
1083,"TOYOTA Corolla 2.0 DSL ",10891.5,71,1998,86451,"Diesel",73,"Black",0,2000,2,4,1115,0,0,1,1,0,0,0,0,0,0,0
1084,"TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen",12261.5,79,1998,86050,"Petrol",86,"Grey",0,1300,5,4,1050,0,0,1,0,0,0,0,0,0,1,0
1085,"TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors",10891.5,74,1998,85578,"Diesel",90,"Blue",0,2000,5,4,1135,0,0,1,0,0,0,0,0,0,1,1
1086,"TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors",13015,80,1998,85229,"Diesel",90,"Silver",0,2000,5,4,1135,0,0,1,0,0,0,0,0,1,1,0
1087,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",11782,76,1998,83807,"Diesel",72,"Red",0,2000,3,4,1115,1,0,1,0,0,0,0,0,1,1,0
1088,"TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen",8151.5,71,1998,83664,"Diesel",72,"White",0,2000,5,4,1135,0,1,1,0,0,0,0,0,0,1,0
1089,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",10617.5,73,1998,83589,"Petrol",110,"Blue",0,1600,5,4,1070,0,0,1,0,1,0,0,0,1,1,0
1091,"TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors",10891.5,79,1998,81701,"Diesel",72,"Blue",0,2000,5,4,1140,0,0,1,0,1,0,0,0,1,1,0
1092,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",9521.5,77,1998,81581,"Petrol",110,"Red",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,0
1093,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",9932.5,74,1998,80785,"Petrol",110,"Grey",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,0
1094,"TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors",8905,78,1998,80769,"Petrol",86,"Blue",0,1300,5,4,1015,0,1,1,0,0,0,0,0,0,1,0
1095,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9932.5,77,1998,80123,"Petrol",110,"Red",0,1600,5,4,1070,0,0,1,0,1,0,0,0,1,1,1
1096,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",12672.5,80,1998,79744,"Petrol",110,"Grey",0,1600,5,4,1070,0,0,1,0,1,0,0,0,1,1,0
1097,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",11302.5,73,1998,79530,"Petrol",110,"Blue",0,1600,3,4,1050,1,0,1,0,0,0,0,0,1,1,0
1098,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",9932.5,71,1998,79004,"Diesel",72,"Red",0,2000,3,4,1115,0,1,1,1,0,0,0,0,0,1,0
1099,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",7192.5,72,1998,78581,"Petrol",110,"Green",0,1600,4,4,1035,0,1,1,1,1,0,0,0,0,1,0
1100,"TOYOTA Corolla 1.6 HB Terra 4/5-Doors",10823,77,1998,78284,"Petrol",110,"Blue",0,1600,5,4,1050,0,0,0,0,0,0,0,0,0,1,0
1101,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",9453,76,1998,78146,"Petrol",110,"Grey",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,0
1102,"TOYOTA Corolla 1.6i-16 SPORTS TC 2/3-Doors",10823,75,1998,77911,"Petrol",110,"White",0,1600,3,4,1050,0,0,0,0,0,0,0,0,1,1,0
1103,"TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors",9932.5,74,1998,77607,"Diesel",72,"Red",0,2000,5,4,1135,0,1,1,1,0,0,0,0,0,1,0
1104,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",11576.5,70,1998,77503,"Petrol",110,"Blue",0,1600,3,4,1050,0,0,1,0,0,0,0,0,1,1,0
1105,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",10891.5,76,1998,77408,"Petrol",110,"Blue",0,1600,5,4,1075,1,0,1,0,1,0,0,0,1,1,0
1106,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",10891.5,74,1998,77077,"Petrol",110,"Blue",0,1600,3,4,1050,1,1,1,0,0,0,0,0,0,1,0
1107,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8836.5,72,1998,76670,"Petrol",110,"Green",0,1600,3,4,1050,1,0,1,0,1,0,0,0,1,1,1
1108,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9110.5,75,1998,76485,"Petrol",110,"Blue",0,1600,5,4,1070,0,1,1,1,0,0,0,0,0,1,0
1109,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10891.5,74,1998,76468,"Petrol",86,"Red",0,1300,3,4,1015,0,1,1,0,0,0,0,0,0,1,0
1110,"TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors",9932.5,80,1998,76308,"Petrol",86,"Red",0,1300,5,4,1040,0,1,1,1,1,0,0,0,1,1,0
1111,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",10206.5,77,1998,75979,"Petrol",110,"Red",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,1
1112,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",10891.5,74,1998,75736,"Petrol",110,"Red",0,1600,4,4,1035,0,1,1,1,1,0,0,0,1,1,0
1113,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9932.5,77,1998,75516,"Petrol",110,"Grey",0,1600,5,4,1070,0,0,1,0,0,0,0,0,0,1,0
1114,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",11302.5,71,1998,74850,"Diesel",72,"Black",0,2000,3,4,1115,0,1,1,1,0,0,0,0,0,1,0
1115,"TOYOTA Corolla 2.0 LB LINEA TERRA DSL 4/5-Doors",12261.5,76,1998,74719,"Diesel",72,"Black",0,2000,5,4,1135,0,0,1,0,0,0,0,0,0,1,0
1116,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",10617.5,74,1998,74678,"Petrol",110,"Black",0,1600,3,4,1050,0,1,1,1,1,0,0,0,1,1,0
1117,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",11645,71,1998,74556,"Petrol",110,"White",0,1600,5,4,1085,0,1,1,1,0,0,0,0,0,1,0
1118,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",10617.5,78,1998,74556,"Petrol",110,"Green",0,1600,5,4,1075,0,0,1,0,0,0,0,0,1,1,0
1119,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",7877.5,73,1998,71994,"Petrol",110,"White",0,1600,4,4,1035,0,0,1,0,1,0,0,0,0,1,0
1120,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9453,76,1998,71664,"Petrol",110,"Red",0,1600,5,4,1070,0,0,1,0,0,0,0,0,1,1,0
1121,"TOYOTA Corolla 1.6 HATCHBACK 2/3-Doors",8905,71,1998,71547,"Petrol",110,"Black",0,1600,3,4,1050,0,0,1,0,0,0,0,0,1,0,1
1122,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors",8905,78,1998,71450,"Petrol",107,"Red",1,1600,5,4,1100,0,0,1,1,1,0,0,0,0,1,0
1123,"TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen",10412,77,1998,70988,"Petrol",86,"Blue",0,1300,5,4,1050,0,1,1,1,0,0,0,0,0,1,0
1124,"TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors",12261.5,73,1998,70184,"Diesel",72,"Red",0,2000,5,4,1135,1,0,1,0,0,0,0,0,0,1,0
1125,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",10206.5,74,1998,69776,"Petrol",110,"Grey",0,1600,5,4,1070,1,0,1,0,0,0,0,0,1,1,0
1126,"TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors",10069.5,72,1998,69586,"Petrol",86,"Blue",0,1300,3,4,1015,0,0,1,0,0,0,0,0,1,1,0
1127,"TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors",10617.5,73,1998,69338,"Petrol",86,"Black",0,1300,3,4,1015,0,0,1,0,0,0,0,0,1,1,0
1128,"TOYOTA Corolla 1.6 Linea Terra / Keuze uit 700 occasions 2/3-Doors",10220.2,80,1998,69208,"CNG",110,"Grey",0,1598,3,4,1083,0,0,1,0,0,0,0,0,1,1,0
1129,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",12672.5,76,1998,68903,"Petrol",110,"Grey",0,1600,5,4,1085,1,0,1,0,1,0,0,0,1,1,0
1130,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",9932.5,80,1998,68894,"Petrol",110,"Green",0,1600,3,4,1055,0,0,1,0,0,0,0,0,1,1,0
1131,"TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors",8905,72,1998,68737,"Petrol",86,"Blue",0,1300,3,4,1015,1,0,1,0,0,0,0,0,1,1,0
1132,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",9316,80,1998,68343,"Petrol",110,"Grey",0,1600,4,4,1035,0,0,1,1,1,0,0,0,1,1,1
1133,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",11919,75,1998,68057,"Petrol",110,"Grey",0,1600,5,4,1085,1,1,1,1,1,0,0,0,1,1,0
1134,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",10275,78,1998,67885,"Petrol",110,"Grey",0,1600,5,4,1070,0,0,1,0,0,0,0,0,0,1,0
1135,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",10617.5,71,1998,66800,"Petrol",110,"Black",0,1600,3,4,1050,1,1,1,1,0,0,0,0,0,1,0
1136,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",10891.5,73,1998,66546,"Petrol",110,"Grey",0,1600,3,4,1050,0,0,1,0,0,0,0,0,1,1,0
1137,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",13631.5,75,1998,66479,"Petrol",110,"Grey",0,1600,3,4,1050,0,1,1,1,1,0,0,0,0,1,0
1138,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9096.8,74,1998,66013,"Petrol",110,"Green",0,1600,5,4,1070,0,0,1,0,0,0,0,0,0,1,0
1139,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",11987.5,71,1998,65951,"Petrol",86,"Black",0,1300,3,4,1015,0,1,1,0,0,0,0,0,0,0,0
1140,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",10617.5,72,1998,65925,"Petrol",110,"Blue",0,1600,3,4,1050,0,0,1,0,0,0,0,0,1,1,0
1141,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",8151.5,72,1998,65768,"Petrol",86,"White",0,1300,3,4,1015,0,0,1,0,0,0,0,0,1,1,1
1142,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",9247.5,77,1998,65331,"Petrol",86,"Green",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
1143,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8905,80,1998,65320,"Petrol",110,"Silver",0,1600,3,4,1050,0,0,1,0,1,0,0,0,0,1,0
1144,"TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors",11987.5,76,1998,64829,"Petrol",110,"Green",0,1600,3,4,1050,0,0,1,0,1,0,0,0,1,1,1
1145,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",10891.5,74,1998,64708,"Petrol",110,"Blue",0,1600,3,4,1050,0,0,1,0,0,0,0,0,1,1,1
1146,"TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors",9247.5,74,1998,64615,"Petrol",86,"Grey",0,1300,3,4,1010,0,1,1,1,0,0,0,0,0,1,0
1147,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",10891.5,73,1998,64069,"Petrol",86,"Grey",0,1300,5,4,1035,0,1,1,1,0,0,0,0,1,0,0
1148,"TOYOTA Corolla 1.3 Linea Terra 3 drs 2/3-Doors",10891.5,80,1998,63559,"Petrol",86,"Blue",0,1300,3,4,1015,0,0,1,0,0,0,0,0,0,1,0
1149,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors",12261.5,75,1998,63376,"Petrol",107,"Grey",1,1600,5,4,1105,0,1,1,1,0,0,0,1,1,1,0
1150,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10617.5,77,1998,63373,"Petrol",86,"Blue",0,1300,3,4,1015,1,0,1,0,0,0,0,0,0,1,0
1151,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",8836.5,75,1998,63283,"Petrol",110,"Grey",0,1600,5,4,1070,0,0,1,1,0,0,0,0,0,1,1
1152,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",9453,74,1998,63232,"Petrol",110,"Grey",0,1600,3,4,1050,0,1,1,1,1,0,0,0,0,1,0
1153,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",11576.5,75,1998,62850,"Petrol",110,"Red",0,1600,5,4,1085,0,1,1,1,0,0,0,0,1,1,0
1154,"TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors",9247.5,74,1998,62751,"Petrol",86,"Grey",0,1300,3,4,1015,0,0,1,0,0,0,0,0,1,1,0
1155,"TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors",11028.5,74,1998,62585,"Petrol",86,"Blue",1,1300,4,4,1030,0,0,1,0,0,0,0,0,0,1,0
1156,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",13015,79,1998,62577,"Petrol",110,"Red",0,1600,5,4,1070,0,0,1,0,1,0,0,0,1,1,0
1157,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",10617.5,78,1998,62433,"Petrol",110,"Red",0,1600,4,4,1035,1,0,1,1,1,0,0,0,1,1,0
1158,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",11645,80,1998,62415,"Petrol",110,"Blue",0,1600,5,4,1085,0,0,1,0,1,0,0,0,0,1,0
1159,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",10679.15,75,1998,62249,"Petrol",110,"Black",0,1600,3,4,1050,1,0,1,0,1,0,0,1,1,1,0
1160,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",8891.3,80,1998,62206,"Petrol",110,"Black",0,1600,3,4,1050,1,0,1,0,0,0,0,0,0,1,1
1161,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",10891.5,73,1998,62112,"Petrol",110,"Grey",0,1600,3,4,1050,0,0,1,0,1,0,0,0,1,1,0
1162,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",8802.25,79,1998,61755,"Petrol",86,"Blue",0,1300,5,4,1035,0,1,1,1,0,0,0,0,0,1,0
1163,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",12261.5,69,1998,61741,"Petrol",86,"Blue",0,1300,5,4,1035,0,1,1,1,0,0,0,0,0,1,0
1164,"TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors",9521.5,72,1998,61661,"Petrol",110,"Red",0,1600,5,4,1114,0,1,1,0,0,0,0,0,1,1,0
1165,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",11987.5,79,1998,61348,"Petrol",110,"Silver",0,1600,5,4,1085,1,0,1,0,0,0,0,0,0,1,0
1166,"TOYOTA Corolla 1.6 16V S-uitvoering 2/3-Doors",11576.5,71,1998,60983,"Petrol",110,"Black",0,1600,3,4,1050,0,0,1,0,1,0,0,0,1,1,0
1167,"TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors",10891.5,77,1998,60887,"Petrol",110,"Green",0,1600,5,4,1065,0,1,1,0,1,0,0,0,1,1,0
1168,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",10891.5,80,1998,60607,"Petrol",86,"White",0,1300,5,4,1035,1,0,1,0,0,0,0,0,0,1,0
1169,"TOYOTA Corolla 1.6 LINEA TERRA 4/5-Doors",12193,78,1998,60598,"Petrol",110,"Grey",0,1600,5,4,1070,0,0,1,0,0,0,0,0,0,1,1
1170,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",12261.5,73,1998,60573,"Petrol",110,"Silver",0,1600,5,4,1085,1,1,1,1,0,0,0,1,1,1,0
1171,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",12193,73,1998,60319,"Petrol",110,"Grey",0,1600,5,4,1085,1,0,1,0,0,0,0,0,0,1,1
1172,"TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors",10891.5,69,1998,60266,"Petrol",110,"Green",0,1600,4,4,1035,1,0,0,0,0,0,0,0,0,0,0
1173,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",8898.15,74,1998,59832,"Petrol",86,"Blue",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
1174,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",9932.5,78,1998,59645,"Petrol",86,"Black",0,1300,3,4,1015,0,0,1,0,0,0,0,0,0,1,0
1175,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",12672.5,74,1998,59645,"Petrol",110,"Black",0,1600,5,4,1085,1,1,1,1,0,0,0,0,0,1,0
1176,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",9110.5,78,1998,59588,"Petrol",110,"Black",0,1600,5,4,1070,0,1,1,1,0,0,0,0,0,1,0
1177,"TOYOTA Corolla 1.6 Terra Stationwagen",9576.3,79,1998,59458,"Petrol",110,"Red",0,1600,5,4,1085,0,0,1,0,0,0,0,0,0,1,0
1178,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",10617.5,78,1998,59428,"Petrol",110,"Blue",0,1600,5,4,1070,0,1,1,1,0,0,0,0,0,1,1
1179,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",9521.5,79,1998,59024,"Petrol",86,"Grey",0,1300,5,4,1035,1,1,1,1,0,0,0,0,0,1,0
1180,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",9932.5,80,1998,58680,"Petrol",110,"Red",0,1600,3,4,1050,0,1,1,0,0,0,0,0,1,1,1
1181,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",13631.5,80,1998,58451,"Petrol",110,"Grey",0,1600,5,4,1085,1,1,1,0,1,0,0,0,1,1,1
1182,"TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors",12672.5,80,1998,58303,"Petrol",110,"Silver",0,1600,5,4,1070,0,1,1,0,0,0,0,0,1,1,0
1183,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",9864,79,1998,57837,"Petrol",86,"Silver",0,1300,5,4,1035,0,1,1,1,0,0,0,0,1,1,0
1184,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",11302.5,72,1998,57822,"Petrol",110,"Grey",0,1600,5,4,1075,0,1,1,1,0,0,0,0,1,1,0
1185,"TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors",12261.5,79,1998,57805,"Petrol",110,"Blue",0,1600,3,4,1050,0,0,1,0,0,0,0,0,1,1,0
1186,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",11302.5,77,1998,57781,"Petrol",110,"Green",0,1600,5,4,1075,0,0,1,0,1,0,0,0,1,1,0
1187,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",8562.5,80,1998,57675,"Petrol",86,"Silver",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
1189,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors",13563,80,1998,57318,"Petrol",107,"Grey",1,1600,5,4,1105,1,0,1,0,0,0,0,0,1,1,0
1190,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",10001,80,1998,57219,"Petrol",86,"Red",0,1300,5,4,1035,0,0,1,0,1,0,0,0,0,1,0
1191,"TOYOTA Corolla 1.3 Linea Luna Hatchback 2/3-Doors",12261.5,72,1998,57111,"Petrol",86,"Blue",0,1300,3,4,1020,0,0,1,0,0,0,0,0,1,1,0
1192,"TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors",8905,70,1998,57097,"Petrol",86,"Silver",0,1300,3,4,1015,0,0,1,0,0,0,0,0,1,1,0
1193,"TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors",10891.5,78,1998,56786,"Petrol",110,"Blue",0,1600,5,4,1070,1,1,1,1,0,0,0,1,1,1,0
1194,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",10206.5,75,1998,56589,"Petrol",110,"Silver",0,1600,3,4,1050,1,0,1,0,0,0,0,0,0,1,0
1195,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",10891.5,71,1998,56147,"Petrol",86,"Blue",0,1300,5,4,1035,1,1,1,1,0,0,0,0,0,1,0
1196,"TOYOTA Corolla 1.3i-16v Linea Terra 5d 4/5-Doors",11645,78,1998,56131,"Petrol",86,"Silver",0,1300,5,4,1035,0,0,1,0,0,0,0,0,1,1,0
1197,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",9521.5,77,1998,56106,"Petrol",86,"Grey",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
1198,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors",10891.5,78,1998,55924,"Petrol",86,"Green",1,1300,3,4,1045,1,1,1,1,0,0,0,0,0,1,0
1199,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",9247.5,77,1998,55917,"Petrol",86,"Green",0,1300,3,4,1015,0,0,1,0,0,0,0,0,0,1,1
1200,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",11576.5,70,1998,55906,"Petrol",110,"Red",0,1600,3,4,1055,1,1,1,1,1,0,0,0,1,1,0
1201,"TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors",10275,78,1998,55888,"Petrol",110,"Green",0,1600,5,4,1114,0,0,1,0,0,0,0,0,0,1,0
1202,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",11987.5,74,1998,55793,"Diesel",72,"Grey",0,2000,3,4,1115,0,0,1,0,0,0,0,0,0,1,1
1203,"TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors",11987.5,79,1998,55755,"Petrol",86,"Blue",0,1300,5,4,1035,1,0,1,0,0,0,0,0,0,1,0
1204,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,76,1998,55619,"Petrol",110,"Blue",0,1600,3,4,1050,1,0,1,0,0,0,0,0,0,1,0
1205,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",10206.5,75,1998,55611,"Petrol",86,"Green",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
1206,"TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen",12604,69,1998,55355,"Petrol",110,"Red",0,1600,5,4,1085,0,1,1,1,0,0,0,0,0,1,1
1207,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",12261.5,74,1998,55109,"Petrol",110,"Blue",0,1600,3,4,1050,0,1,1,1,0,0,0,0,0,1,0
1208,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",10754.5,72,1998,54985,"Petrol",110,"Blue",0,1600,5,4,1075,0,1,1,1,1,0,0,0,1,1,0
1209,"TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors",9521.5,73,1998,54790,"Diesel",72,"Blue",0,2000,3,4,1115,0,0,1,0,0,0,0,0,0,1,0
1210,"TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors",9864,75,1998,54674,"Petrol",110,"Silver",0,1600,3,4,1050,0,0,1,0,0,0,0,0,1,1,1
1211,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",10206.5,78,1998,54515,"Petrol",110,"Black",0,1600,3,4,1055,0,0,1,0,0,0,0,0,1,1,0
1212,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",9247.5,75,1998,54434,"Petrol",86,"Grey",0,1300,3,4,1015,0,1,1,1,0,0,0,0,0,1,0
1213,"TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors",10275,73,1998,54276,"Petrol",110,"Black",0,1600,3,4,1050,1,1,1,0,0,0,0,0,1,1,0
1214,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",10206.5,72,1998,54105,"Petrol",110,"Red",0,1600,4,4,1035,1,0,1,0,1,0,0,0,1,1,0
1215,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",10891.5,70,1998,54053,"Petrol",110,"Silver",0,1600,4,4,1035,1,1,1,1,0,0,0,0,0,1,0
1216,"TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors",9932.5,78,1998,54053,"Petrol",110,"Blue",0,1600,4,4,1035,0,1,1,1,1,0,0,0,0,1,0
1217,"TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors",10891.5,73,1998,54053,"Petrol",86,"Red",0,1300,3,4,1015,0,0,1,0,0,0,0,0,0,1,1
1218,"TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors",11302.5,80,1998,54053,"Petrol",86,"Black",0,1300,3,4,1015,0,0,1,0,0,0,0,0,0,1,1
1219,"TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors",11302.5,72,1998,53966,"Petrol",110,"Green",0,1600,5,4,1075,1,1,1,1,1,0,0,0,1,1,0
1220,"TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors",9247.5,80,1998,53500,"Petrol",110,"Grey",0,1600,3,4,1055,0,1,1,1,1,0,0,0,1,1,1
1221,"TOYOTA Corolla 1.3 16V LB Linea Luna 4/5-Doors",11987.5,79,1998,53432,"Petrol",86,"Green",0,1300,5,4,1040,0,0,1,0,0,0,0,1,1,1,0
